"mark","model","mileage","transmission","registration","fuel","power","location","price"
BMW,"750","105500",Automatic,"09/2015",Gasoline,"449",BE,41000
Toyota,MR 2,"164733",Manual,"02/2000",Gasoline,"140",BE,8400
Audi,TT,"166000",Manual,"03/2001",Gasoline,"179",BE,8900
Mazda,MX-5,"203969",Manual,"02/2000",Gasoline,"140",BE,6400
Mazda,MX-5,"217514",Manual,"05/1994",Gasoline,"116",BE,8500
Porsche,"997","27200",Manual,"03/2010",Gasoline,"450",BE,199900
Mazda,MX-5,"230078",Manual,"01/1991",Gasoline,"116",BE,8400
Mazda,MX-5,"176272",Manual,"04/1998",Gasoline,"110",BE,5800
Mazda,MX-5,"139839",Manual,"03/2001",Gasoline,"110",BE,6900
Mazda,MX-5,"194508",Manual,"06/1998",Gasoline,"110",BE,5400
BMW,Z3,"155996",Manual,"05/1998",Gasoline,"116",BE,8500
Audi,TT,"166699",Manual,"03/2000",Gasoline,"179",BE,7900
BMW,Z3,"169200",Manual,"02/1997",Gasoline,"116",BE,7900
BMW,Z3,"175683",Manual,"12/1997",Gasoline,"140",BE,8400
BMW,Z3,"201949",Manual,"06/1997",Gasoline,"193",BE,12800
Mazda,MX-5,"169954",Manual,"01/2001",Gasoline,"110",BE,5900
BMW,Z3,"204243",Manual,"02/1997",Gasoline,"116",BE,6500
Audi,A5,"56007",Automatic,"04/2013",Gasoline,"170",BE,21800
Mazda,MX-5,"136356",Manual,"03/2003",Gasoline,"110",BE,7400
Mazda,MX-5,"103397",Manual,"09/1992",Gasoline,"116",BE,9900
Porsche,"930","106000",Manual,"09/1988",Gasoline,"330",BE,119900
Mercedes-Benz,SLK 200,"94598",Manual,"01/1998",Gasoline,"136",BE,8900
Mazda,MX-5,"148000",Manual,"04/1999",Gasoline,"110",BE,5800
Toyota,MR 2,"106207",Manual,"09/2002",Gasoline,"140",BE,8900
Mazda,MX-5,"199935",Manual,"07/2002",Gasoline,"110",BE,6500
Mazda,MX-5,"181138",Manual,"08/2003",Gasoline,"110",BE,6400
BMW,Z1,"36800",Manual,"05/1992",Gasoline,"170",BE,57500
BMW,Z3,"218380",Manual,"03/1999",Gasoline,"118",BE,6900
Mazda,MX-5,"172123",Manual,"02/1990",Gasoline,"116",BE,7900
Hyundai,i40,"149886",Manual,"04/2014",Diesel,"136",BE,9900
Mazda,MX-5,"106276",Manual,"01/2001",Gasoline,"110",BE,6500
Mazda,MX-5,"253900",Manual,"06/1999",Gasoline,"140",BE,5900
Volvo,XC90,"160032",Automatic,"04/2016",Gasoline,"407",BE,34800
Renault,Koleos,"162845",Manual,"08/2010",Diesel,"150",BE,6900
Mazda,MX-5,"149356",Manual,"07/1993",Gasoline,"116",BE,8900
Mazda,MX-5,"3448",Manual,"11/2005",Gasoline,"160",BE,23900
Mazda,MX-5,"92956",Manual,"07/2001",Gasoline,"110",BE,6900
Mazda,MX-5,"121882",Manual,"09/2003",Gasoline,"110",BE,6400
Mazda,MX-5,"121014",Manual,"08/2003",Gasoline,"110",BE,6500
Mazda,MX-5,"156967",Manual,"03/2007",Gasoline,"126",BE,6800
Mazda,MX-5,"125000",Manual,"11/2002",Gasoline,"110",BE,6400
Mazda,MX-5,"142674",Manual,"04/2003",Gasoline,"110",BE,6400
Audi,e-tron,"29900",Automatic,"07/2020",Electric,"313",BE,49950
Ford,Ranger Raptor,"14873",Automatic,"05/2023",Diesel,"212",BE,51800
BMW,Z3,"216678",Manual,"08/1996",Gasoline,"116",BE,5900
Mercedes-Benz,E 200,"61112",Automatic,"03/2008",Diesel,"136",BE,12900
Porsche,"996","94153",Automatic,"07/2004",Gasoline,"320",DE,38980
Land-Rover,Freelander,"157414",Manual,"09/2007",Diesel,"152",DE,7900
Volkswagen,Crafter,"194973",Manual,"10/2019",Diesel,"140",DE,17980
Volkswagen,Tiguan,"87347",Automatic,"06/2019",Diesel,"190",DE,25890
Volkswagen,Golf,"124075",Automatic,"10/2014",Gasoline,"220",DE,16490
Volkswagen,Golf,"42475",Automatic,"03/2018",Gasoline,"125",DE,17980
Volkswagen,T5 Multivan,"221200",Manual,"04/2015",Diesel,"179",DE,23980
Porsche,"991","63900",Automatic,"07/2017",Gasoline,"450",DE,116980
Volvo,V70,"169722",Automatic,"03/2012",Diesel,"114",DE,7980
Porsche,"911","63900",Automatic,"07/2017",Gasoline,"450",DE,116980
Opel,Astra,"152379",Manual,"04/2013",Gasoline,"140",DE,6490
Bentley,Continental GT,"170000",Automatic,"10/2013",Gasoline,"575",DE,51980
Audi,A3,"198774",Manual,"06/2015",Diesel,"150",DE,13490
Mercedes-Benz,E 220,"124898",Automatic,"07/2014",Diesel,"170",DE,20980
Porsche,"911","94153",Automatic,"07/2004",Gasoline,"320",DE,38980
Opel,Cascada,"102216",Manual,"06/2014",Gasoline,"120",DE,9980
Volkswagen,Golf,"203814",Manual,"10/2010",Gasoline,"122",DE,4900
Volkswagen,Golf,"195151",Automatic,"01/2012",Gasoline,"235",DE,12980
Volkswagen,Golf,"250155",Manual,"10/2008",Diesel,"140",DE,3980
Land-Rover,Freelander,"157414",Manual,"09/2007",Diesel,"152",DE,7900
BMW,"320","211559",Manual,"11/2010",Diesel,"184",DE,6680
Skoda,Superb,"182423",Automatic,"02/2014",Diesel,"170",DE,12890
Suzuki,Vitara,"84920",Manual,"10/2018",Gasoline,"111",DE,13890
Hyundai,i30,"133223",Manual,"05/2014",Diesel,"110",DE,7890
Volkswagen,T6 Transporter,"126867",Automatic,"04/2017",Diesel,"204",DE,39980
Skoda,Superb,"220203",Automatic,"06/2012",Diesel,"140",DE,8890
Skoda,Superb,"195530",Automatic,"04/2018",Diesel,"190",DE,15990
Mercedes-Benz,C 400,"108448",Automatic,"08/2017",Gasoline,"333",DE,26980
Audi,Q3,"96905",Manual,"01/2013",Gasoline,"170",DE,15890
Mercedes-Benz,CLA 220,"73738",Automatic,"01/2020",Diesel,"190",DE,29980
BMW,"318","114805",Manual,"12/2019",Diesel,"150",DE,19980
Audi,Q8,"43852",Automatic,"05/2019",Diesel,"286",DE,61980
Volkswagen,Golf,"331093",Manual,"08/2016",Diesel,"110",DE,6980
Volkswagen,,"244907",Automatic,"12/2017",Diesel,"204",DE,36490
BMW,X4,"93390",Automatic,"10/2014",Diesel,"313",DE,29490
Mercedes-Benz,G 63 AMG,"78541",Automatic,"11/2016",Gasoline,"571",DE,84980
Hyundai,TUCSON,"128511",Automatic,"04/2017",Diesel,"185",DE,18980
BMW,i8,"77000",Automatic,"11/2014",Electric,"231",DE,79980
Hyundai,TUCSON,"128511",Manual,"03/2009",Gasoline,"141",DE,7980
Volkswagen,Crafter,"194973",Manual,"10/2019",Diesel,"140",DE,17980
Volkswagen,Golf,"144078",Manual,"10/2014",Gasoline,"122",DE,10490
Audi,SQ5,"149443",Automatic,"11/2016",Diesel,"326",DE,25980
Volkswagen,Crafter,"4700",Automatic,"07/2023",Diesel,"177",DE,73980
Ford,Tourneo Courier,"178265",Manual,"02/2015",Gasoline,"101",DE,7890
Volkswagen,T5 Multivan,"317393",Manual,"06/2005",Diesel,"174",DE,11980
Volkswagen,Golf,"157172",Manual,"11/2016",Diesel,"184",DE,14900
Volkswagen,Crafter,"204792",Manual,"04/2014",Diesel,"136",DE,10980
Skoda,Yeti,"231654",Manual,"05/2012",Diesel,"110",DE,6890
Skoda,Superb,"134436",Automatic,"05/2019",Gasoline,"272",DE,22980
Volvo,V90 Cross Country,"273161",Automatic,"06/2020",Diesel,"235",DE,25890
SEAT,Leon,"128565",Automatic,"02/2019",Diesel,"116",DE,12980
Audi,A3,"90694",Automatic,"08/2019",Gasoline,"190",DE,24980
MINI,Cooper S,"131195",Automatic,"01/2011",Gasoline,"184",DE,12980
Volkswagen,Golf,"114846",Manual,"05/2019",Diesel,"116",DE,13980
Audi,A6,"7401",Automatic,"06/2022",Diesel,"204",DE,46980
Volkswagen,T6 Multivan,"22500",Automatic,"09/2022",Diesel,"204",DE,64980
Volkswagen,,"187532",Manual,"04/2016",Diesel,"102",DE,42000
Volkswagen,Golf Sportsvan,"125671",Manual,"07/2014",Gasoline,"125",DE,10980
Kia,Soul,"63527",Automatic,"03/2016",Electric,"110",DE,12980
Volkswagen,Tiguan,"87347",Automatic,"06/2019",Diesel,"190",DE,25890
Audi,A4,"108394",Automatic,"01/2017",Diesel,"272",DE,24980
Mercedes-Benz,GLC 220,"148237",Automatic,"11/2019",Diesel,"194",DE,32980
Audi,A5,"276686",Automatic,"01/2012",Diesel,"245",DE,11980
Skoda,Roomster,"190850",Manual,"04/2013",Gasoline,"86",DE,2900
Volkswagen,Touran,"214042",Manual,"01/2019",Diesel,"116",DE,12890
Volkswagen,Golf,"203814",Manual,"10/2010",LPG,"122",DE,4900
Opel,Zafira,"225000",Manual,"02/2006",Gasoline,"140",DE,1980
Volkswagen,Crafter,"166082",Manual,"08/2009",Diesel,"163",DE,8980
BMW,XM,"10000",Automatic,"05/2023",Electric,"653",BE,169900
BMW,"530","105000",Automatic,"02/2018",Electric,"252",BE,29900
BMW,X2,"88000",Automatic,"03/2020",Diesel,"116",BE,23900
Mercedes-Benz,C 220,"122000",Automatic,"04/2016",Diesel,"170",BE,18900
BMW,"316","85000",Automatic,"05/2021",Diesel,"122",BE,28900
BMW,"116","106000",Manual,"01/2020",Diesel,"116",BE,18500
Mercedes-Benz,C 200,"67000",Automatic,"01/2022",Diesel,"163",BE,35900
BMW,X3,"115000",Automatic,"06/2019",Diesel,"190",BE,31900
Mercedes-Benz,A 180,"49000",Manual,"11/2021",Diesel,"116",BE,21900
Citroen,C3,"57000",Manual,"04/2021",Diesel,"102",BE,12900
BMW,X5,"30000",Automatic,"05/2021",Electric,"394",BE,74900
BMW,"116","35000",Automatic,"01/2020",Diesel,"116",BE,21900
Audi,A6,"61000",Automatic,"04/2021",Diesel,"163",BE,36900
Mercedes-Benz,E 250,"98000",Automatic,"03/2018",Gasoline,"211",BE,33900
BMW,"740","129000",Automatic,"12/2017",Electric,"329",BE,37900
MINI,Cooper,"45000",Automatic,"12/2019",Gasoline,"136",BE,17900
Mercedes-Benz,CLS 300,"56000",Automatic,"01/2019",Diesel,"245",BE,47900
Mercedes-Benz,C 200,"71000",Automatic,"01/2022",Diesel,"163",BE,35900
BMW,"116","69000",Manual,"02/2020",Diesel,"116",BE,21900
BMW,"530","105000",Automatic,"02/2018",Electric,"252",BE,29900
BMW,X3,"163000",Automatic,"10/2018",Diesel,"163",BE,27900
Mercedes-Benz,A 180,"57000",Automatic,"11/2021",Diesel,"116",BE,25900
Mercedes-Benz,C 160,"100000",Automatic,"01/2019",Gasoline,"129",BE,23500
BMW,"418","42000",Manual,"04/2017",Diesel,"136",BE,22900
BMW,"318","64000",Automatic,"08/2018",Diesel,"136",BE,22900
BMW,X1,"74000",Automatic,"11/2021",Electric,"220",BE,33900
Peugeot,"3008","64000",Automatic,"04/2022",Diesel,"131",BE,24900
BMW,"318","61000",Automatic,"03/2019",Diesel,"136",BE,21900
Citroen,C3,"58000",Manual,"03/2021",Diesel,"102",BE,12900
Mercedes-Benz,V 300,"98000",Automatic,"01/2020",Diesel,"239",BE,61900
BMW,"530","121000",Automatic,"02/2019",Electric,"252",BE,28500
Ferrari,Portofino,"93000",Automatic,"06/2019",Gasoline,"600",BE,189900
DS-Automobiles,DS 7 Crossback,"100000",Automatic,"11/2020",Diesel,"177",BE,28900
BMW,Z3,"126000",Manual,"01/2001",Gasoline,"231",BE,27900
BMW,"420","19000",Automatic,"02/2023",Electric,"184",BE,47900
BMW,X2,"120000",Manual,"02/2019",Gasoline,"136",BE,18900
Land-Rover,Range Rover Sport,"94000",Automatic,"07/2021",Diesel,"249",BE,61900
BMW,"320","25000",Automatic,"02/2022",Gasoline,"184",BE,35900
Mercedes-Benz,X 350,"97000",Automatic,"05/2020",Diesel,"258",BE,49900
BMW,X2,"88000",Automatic,"03/2020",Diesel,"116",BE,23900
Audi,Q3,"86000",Automatic,"08/2020",Gasoline,"190",BE,30900
Citroen,C3,"65000",Manual,"04/2021",Diesel,"102",BE,12900
Peugeot,"3008","59000",Automatic,"05/2022",Diesel,"131",BE,25900
MINI,One D,"100000",Manual,"09/2018",Diesel,"95",BE,11900
Mercedes-Benz,A 180,"87000",Automatic,"08/2020",Diesel,"116",BE,20900
Mercedes-Benz,AMG GT,"32000",Automatic,"06/2018",Gasoline,"585",BE,149000
BMW,"520","77000",Automatic,"05/2018",Gasoline,"163",BE,30900
Rolls-Royce,Wraith,"16000",Automatic,"05/2019",Gasoline,"600",BE,315900
BMW,X2,"79000",Automatic,"10/2019",Gasoline,"140",BE,25900
Rolls-Royce,Ghost,"29000",Automatic,"01/2015",Gasoline,"571",BE,209900
Ferrari,California,"127000",Automatic,"11/2009",Gasoline,"461",BE,95000
BMW,iX3,"61000",Automatic,"12/2021",Electric,"286",BE,53900
MINI,One D Clubman,"131000",Manual,"02/2019",Diesel,"116",BE,15900
BMW,"216","129000",Automatic,"01/2019",Diesel,"116",BE,17900
Porsche,"911","43000",Automatic,"08/2019",Gasoline,"450",BE,142900
Hyundai,KONA,"100000",Manual,"07/2018",Gasoline,"120",BE,13900
BMW,"216","150000",Automatic,"10/2018",Diesel,"116",BE,18500
BMW,"216","61000",Manual,"01/2021",Diesel,"116",BE,20900
Volvo,XC40,"65000",Automatic,"11/2020",Electric,"220",BE,40900
Mercedes-Benz,C 220,"122000",Automatic,"04/2016",Diesel,"170",BE,18900
BMW,"118","64000",Manual,"11/2019",Gasoline,"140",BE,19500
BMW,"216","111000",Manual,"08/2020",Diesel,"116",BE,17900
BMW,"318","147000",Automatic,"06/2019",Gasoline,"136",BE,18900
BMW,"118","105000",Manual,"10/2019",Gasoline,"140",BE,18500
Fiat,Tipo,"49000",Manual,"06/2021",Gasoline,"99",BE,17900
BMW,"118","100000",Manual,"01/2020",Gasoline,"140",BE,17900
MINI,Cooper SE Countryman,"115000",Automatic,"07/2018",Electric,"224",BE,20900
BMW,"318","57000",Automatic,"11/2021",Gasoline,"156",BE,29500
BMW,"118","70000",Manual,"12/2019",Gasoline,"140",BE,19900
Peugeot,"308","75000",Manual,"03/2021",Diesel,"131",BE,14900
MINI,One D,"99000",Manual,"08/2019",Diesel,"95",BE,14900
MINI,One,"53000",Manual,"08/2018",Gasoline,"102",BE,13900
BMW,"225","124000",Automatic,"10/2018",Electric,"136",BE,20900
MINI,One,"92000",Manual,"10/2019",Gasoline,"102",BE,14500
MINI,Cooper,"123000",Automatic,"11/2018",Gasoline,"136",BE,16500
MINI,Cooper D Clubman,"168000",Manual,"01/2017",Diesel,"150",BE,12500
MINI,Cooper SE Countryman,"117000",Automatic,"04/2019",Electric,"224",BE,22500
Mercedes-Benz,SL 55 AMG,"5000",Automatic,"01/2023",Gasoline,"476",BE,169900
MINI,Cooper,"23000",Automatic,"10/2021",Gasoline,"136",BE,24900
BMW,"316","85000",Automatic,"05/2021",Diesel,"122",BE,28900
MINI,One D,"112000",Manual,"08/2018",Diesel,"95",BE,11500
MINI,Cooper,"75000",Manual,"10/2019",Gasoline,"136",BE,16500
MINI,One D,"86000",Manual,"08/2019",Diesel,"95",BE,13900
MINI,One D,"92000",Manual,"08/2018",Diesel,"95",BE,12500
MINI,One D,"81000",Manual,"09/2018",Diesel,"95",BE,12900
BMW,"116","16000",Automatic,"04/2023",Gasoline,"109",BE,27900
MINI,One D,"47000",Manual,"03/2017",Diesel,"95",BE,14900
MINI,One,"34000",Manual,"02/2021",Gasoline,"75",BE,19900
BMW,"118","77000",Manual,"11/2019",Gasoline,"140",BE,19500
MINI,Cooper Countryman,"76000",Automatic,"02/2019",Gasoline,"136",BE,20900
Mercedes-Benz,C 220,"55000",Automatic,"03/2019",Diesel,"194",BE,38900
Fiat,Doblo,"76000",Manual,"12/2020",Diesel,"95",BE,12900
Mercedes-Benz,E 250,"188700",Automatic,"02/2014",Diesel,"204",DE,14990
Audi,A7,"62400",Automatic,"09/2018",Gasoline,"340",DE,48990
Mercedes-Benz,CLS,"131900",Automatic,"04/2018",Diesel,"340",DE,49880
Audi,RS5,"82120",Automatic,"07/2019",Gasoline,"450",DE,57990
Land-Rover,Discovery Sport,"114454",Manual,"12/2015",Diesel,"150",DE,15990
Land-Rover,Range Rover Velar,"199656",Automatic,"09/2017",Diesel,"241",DE,33990
Volkswagen,Golf,"113578",Automatic,"11/2017",Gasoline,"310",DE,25990
Audi,SQ5,"116300",Automatic,"05/2016",Diesel,"326",DE,29770
Audi,Q7,"159650",Automatic,"02/2016",Diesel,"272",DE,35880
Mercedes-Benz,GLB 200,"143510",Automatic,"12/2020",Diesel,"150",DE,30990
Mercedes-Benz,V 250,"83100",Automatic,"09/2020",Diesel,"190",DE,49990
BMW,X1,"87600",Automatic,"11/2016",Diesel,"150",DE,18990
Volkswagen,Passat,"172500",Manual,"05/2018",Diesel,"150",DE,17990
Audi,Q2,"94500",Manual,"08/2020",Diesel,"116",DE,17990
Mercedes-Benz,C 63 AMG,"108000",Automatic,"03/2017",Gasoline,"510",DE,53990
Jaguar,F-Pace,"165000",Automatic,"09/2019",Diesel,"179",DE,22990
Mercedes-Benz,GLE 400,"89900",Automatic,"04/2021",Diesel,"330",DE,67890
Mercedes-Benz,A 180,"64000",Automatic,"09/2016",Diesel,"109",DE,18900
Volvo,XC60,"157650",Automatic,"12/2013",Diesel,"136",DE,13990
Audi,A7,"62400",Automatic,"09/2018",Gasoline,"340",DE,48990
Mercedes-Benz,Sprinter,"58000",Manual,"05/2020",Diesel,"114",DE,22990
BMW,M6,"85000",Automatic,"08/2008",Gasoline,"507",DE,29990
Mercedes-Benz,CLA 45 AMG,"84900",Automatic,"05/2020",Gasoline,"421",DE,60990
Mercedes-Benz,E 400,"101300",Automatic,"03/2018",Gasoline,"333",DE,43880
BMW,X5,"163269",Automatic,"02/2010",Gasoline,"408",DE,19880
Volkswagen,Passat Variant,"132800",Automatic,"10/2019",Diesel,"239",DE,30880
Mercedes-Benz,C 300,"84900",Automatic,"12/2018",Diesel,"245",DE,38990
Mercedes-Benz,S 63 AMG,"46900",Automatic,"05/2016",Gasoline,"585",DE,108770
Mercedes-Benz,C 300,"93300",Automatic,"01/2015",Electric,"204",DE,24990
Audi,S7,"91630",Automatic,"06/2019",Diesel,"349",DE,67880
Mercedes-Benz,C 350,"204300",Automatic,"05/2012",Diesel,"265",DE,19980
Hyundai,i30,"213000",Manual,"01/2019",Gasoline,"136",DE,11990
Volkswagen,Tiguan,"119900",Automatic,"11/2016",Diesel,"190",DE,27880
Mercedes-Benz,E 350,"137900",Automatic,"02/2017",Diesel,"258",DE,41900
Mitsubishi,Outlander,"33100",Automatic,"03/2020",Gasoline,"150",DE,25900
Mercedes-Benz,S 400,"67066",Automatic,"08/2020",Diesel,"340",DE,73990
Mercedes-Benz,A 180,"49900",Automatic,"10/2019",Gasoline,"136",DE,23880
Volkswagen,Tiguan,"138600",Automatic,"01/2017",Diesel,"150",DE,25990
Mercedes-Benz,A 220,"72278",Automatic,"02/2019",Gasoline,"190",DE,26990
Mercedes-Benz,CLS,"131900",Automatic,"04/2018",Diesel,"340",DE,49880
GMC,Sierra,"100",Automatic,,Diesel,"305",DE,76990
Dacia,Sandero,"140900",Manual,"12/2013",Diesel,"90",DE,5970
Volkswagen,Golf,"107800",Automatic,"03/2018",CNG,"110",DE,15900
Volkswagen,Tiguan Allspace,"90800",Automatic,"10/2019",Diesel,"239",DE,36880
Audi,A4,"99500",Automatic,"06/2019",Diesel,"190",DE,26990
BMW,"540","123000",Automatic,"10/2018",Diesel,"320",DE,40900
Mercedes-Benz,GLA 200,"224000",Automatic,"06/2017",Gasoline,"156",DE,21990
Audi,A6,"119600",Automatic,"07/2016",Diesel,"326",DE,30880
Mercedes-Benz,GLC 220,"134900",Automatic,"05/2016",Diesel,"170",DE,31880
Volkswagen,Golf,"77100",Automatic,"09/2020",Diesel,"150",DE,23880
Mercedes-Benz,E 350,"113000",Automatic,"06/2016",Diesel,"258",DE,31900
BMW,"220","133600",Automatic,"05/2015",Diesel,"190",DE,17990
Mercedes-Benz,GLE 400,"94700",Automatic,"09/2020",Diesel,"330",DE,77990
Mercedes-Benz,C 250,"112800",Automatic,"07/2015",Diesel,"204",DE,24680
Volkswagen,Passat Variant,"176000",Manual,"01/2015",Gasoline,"150",DE,12900
Chevrolet,Silverado,"96",Automatic,,Diesel,"305",DE,66880
Mercedes-Benz,CLA 220,"107500",Automatic,"09/2019",Diesel,"190",DE,28990
Porsche,Cayenne,"83411",Automatic,"04/2017",Gasoline,"441",DE,57880
Audi,Q7,"7700",Automatic,"05/2023",Diesel,"286",DE,89990
Audi,RS5,"82120",Automatic,"07/2019",Gasoline,"450",DE,57990
Porsche,Cayenne,"10",Automatic,,Gasoline,"475",DE,169900
Cadillac,Escalade,"50",Automatic,,Gasoline,"426",DE,139880
Mercedes-Benz,E 400,"92400",Automatic,"06/2021",Diesel,"330",DE,41900
Mercedes-Benz,GL 320,"212467",Automatic,"11/2009",Diesel,"224",DE,18990
BMW,X5,"129900",Automatic,"04/2017",Diesel,"313",DE,35880
Nissan,E-NV200,"92600",Automatic,"06/2015",Electric,"109",DE,12880
Volkswagen,Golf,"39900",Automatic,"11/2018",Gasoline,"230",DE,27990
Audi,SQ7,"196800",Automatic,"12/2016",Diesel,"435",DE,49880
Land-Rover,Range Rover Sport,"113518",Automatic,"04/2018",Diesel,"249",DE,54990
Skoda,Fabia,"138000",Automatic,"07/2011",Gasoline,"105",DE,6900
BMW,"730","92900",Automatic,"07/2017",Diesel,"265",DE,44770
Audi,Q8,"14000",Automatic,"03/2023",Diesel,"286",DE,83880
Audi,A3,"105500",Automatic,"04/2019",Diesel,"150",DE,22900
Mercedes-Benz,A 220,"47500",Automatic,"02/2019",Diesel,"190",DE,29900
Jaguar,E-Pace,"111463",Automatic,"08/2019",Diesel,"179",DE,25880
Mercedes-Benz,S 400,"7000",Automatic,"03/2023",Diesel,"330",DE,174900
Mercedes-Benz,B 200,"9700",Automatic,"12/2018",Gasoline,"156",DE,25770
SEAT,Leon,"52000",Manual,"07/2020",Gasoline,"150",DE,17990
Volkswagen,Tiguan Allspace,"72500",Automatic,"05/2021",Diesel,"150",DE,32880
Land-Rover,Discovery Sport,"114454",Manual,"12/2015",Diesel,"150",DE,15990
Audi,A6,"55900",Automatic,"07/2020",Diesel,"286",DE,41770
SEAT,Leon,"216900",Manual,"07/2014",Diesel,"105",DE,7900
Volkswagen,Sharan,"156000",Automatic,"12/2013",Diesel,"140",DE,17990
Audi,Q2,"111600",Manual,"05/2020",Diesel,"116",DE,17690
Citroen,DS3,"74400",Automatic,"02/2014",Gasoline,"82",DE,9590
Mercedes-Benz,G 350,"81670",Automatic,"12/2017",Diesel,"245",DE,84990
Mercedes-Benz,GLS 350,"124997",Automatic,"11/2017",Diesel,"258",DE,54990
Audi,A3,"9200",Manual,"11/2022",Diesel,"116",DE,30900
Volkswagen,Tiguan,"69200",Automatic,"08/2016",Gasoline,"179",DE,25990
Volkswagen,T6 Transporter,"250",,"09/2023",Diesel,"150",DE,43990
Cadillac,Escalade,"50",Automatic,,Gasoline,"426",DE,139880
Volkswagen,T-Roc,"92500",Automatic,"08/2021",Diesel,"150",DE,26880
Mercedes-Benz,GLC 220,"20",Automatic,"06/2023",Diesel,"197",DE,79980
Mercedes-Benz,GLC 220,"50",Automatic,"06/2023",Diesel,"197",DE,79980
Mercedes-Benz,,"50",Automatic,,Electric,"292",DE,82880
BMW,X1,"94600",Automatic,"07/2018",Diesel,"190",DE,27880
MINI,Cooper Countryman,"124900",Manual,"11/2019",Diesel,"150",DE,16980
Volkswagen,Caddy,"230",Manual,"09/2023",Diesel,"122",DE,33990
Jeep,Grand Cherokee,"30",Automatic,"12/2022",Gasoline,"364",DE,79880
Land-Rover,Range Rover Velar,"199656",Automatic,"09/2017",Diesel,"241",DE,33990
smart,forTwo,"44900",Automatic,"12/2016",Gasoline,"109",DE,28900
smart,forTwo,"28000",Automatic,"04/2019",Gasoline,"71",DE,19990
Volkswagen,Tiguan,"67500",Automatic,"06/2018",Diesel,"150",DE,27990
Fiat,"500","16200",Automatic,"01/2018",Gasoline,"69",DE,15490
Dodge,RAM,"30",Automatic,,LPG,"401",DE,84880
Skoda,Rapid/Spaceback,"71985",Manual,"09/2018",Gasoline,"110",DE,16490
Renault,Twingo,"12500",Automatic,"06/2018",Gasoline,"90",DE,14900
smart,forTwo,"55000",Automatic,"01/2016",Gasoline,"71",DE,13990
Dodge,Charger,"100",Automatic,,Gasoline,"717",DE,94880
Mercedes-Benz,S 400,"103900",Automatic,"12/2017",Diesel,"340",DE,59990
Volkswagen,Touran,"93400",Automatic,"07/2017",Diesel,"150",DE,19880
Volkswagen,Touran,"65000",Automatic,"03/2017",Diesel,"150",DE,19880
Audi,A3,"82500",Automatic,"12/2020",Diesel,"150",DE,23990
Volkswagen,Passat,"139585",Automatic,"04/2011",Gasoline,"160",DE,9990
Audi,Q5,"120795",Automatic,"09/2011",Gasoline,"211",DE,11900
Jaguar,XE,"99400",Automatic,"03/2017",Diesel,"179",DE,10990
Volkswagen,Golf,"130000",Manual,"06/2017",Diesel,"110",BE,11990
Volkswagen,Polo,"143000",Manual,"12/2014",Gasoline,"90",BE,7490
Nissan,Note,"89000",Manual,"06/2015",Diesel,"90",BE,7490
Peugeot,"2008","82000",Manual,"03/2015",Gasoline,"82",BE,8490
Mercedes-Benz,CLA 220,"157000",Automatic,"06/2017",Diesel,"163",BE,17990
BMW,"118","118000",Manual,"06/2016",Gasoline,"136",BE,13990
Volkswagen,Scirocco,"99900",Manual,"06/2010",Gasoline,"160",BE,7490
BMW,"420","140000",Manual,"06/2014",Diesel,"163",BE,15990
Mercedes-Benz,A 180,"90000",Automatic,"09/2017",Gasoline,"122",BE,20990
Ferrari,"458","69900",Automatic,"06/2013",Gasoline,"571",BE,189990
Porsche,Boxster,"138000",Manual,"07/2012",Gasoline,"265",BE,38990
Land-Rover,Range Rover Sport,"99000",Automatic,"06/2014",Diesel,"211",BE,33990
Mercedes-Benz,A 35 AMG,"50000",Automatic,"06/2019",Gasoline,"306",BE,38990
Renault,Kadjar,"144000",Manual,"03/2016",Diesel,"131",BE,12990
Mercedes-Benz,A 180,"79000",Automatic,"07/2019",Diesel,"116",BE,24990
Volkswagen,Tiguan,"90000",Automatic,"10/2016",Diesel,"190",BE,24690
Dacia,Duster,"128000",Manual,"12/2017",Diesel,"109",BE,10990
Peugeot,"207","62000",Manual,"06/2013",Diesel,"68",BE,7990
Renault,Megane,"93000",Manual,"04/2017",Gasoline,"132",BE,11990
Volkswagen,Polo,"143000",Manual,"12/2014",Gasoline,"90",BE,7490
Renault,Scenic,"40000",Automatic,"09/2015",Diesel,"110",BE,11990
Mercedes-Benz,CLA 180,"76000",Automatic,"10/2017",Diesel,"109",BE,19490
Dacia,Duster,"102000",Manual,"01/2017",Diesel,"109",BE,10990
Volkswagen,Golf R,"67000",Automatic,"10/2015",Gasoline,"300",BE,29490
Renault,Trafic,"83000",Manual,"07/2016",Diesel,"120",BE,16990
Renault,Clio,"164000",Manual,"03/2013",Gasoline,"90",BE,6490
Dacia,Sandero,"99000",Manual,"04/2017",Gasoline,"90",BE,8790
MINI,One D Clubman,"230151",Manual,"08/2013",Diesel,"90",BE,6990
Mercedes-Benz,GLA 250,"99311",Automatic,"01/2021",Electric,"160",BE,36990
Audi,RS3,"5821",Automatic,"05/2022",Gasoline,"400",BE,69990
Audi,A3,"64323",Automatic,"10/2021",Electric,"150",BE,31790
Peugeot,"308","10",Automatic,,Gasoline,"131",BE,36990
Porsche,Macan,"95100",Automatic,"10/2018",Gasoline,"252",BE,42990
Audi,Q2,"69710",Automatic,"05/2021",Diesel,"116",BE,29990
