"mark","model","mileage","transmission","registration","fuel","power","location","price"
Peugeot,"2008","31042",Automatic,"06/2019",Gasoline,"110",DE,15949
Volkswagen,Golf,"12553",Automatic,"10/2022",Gasoline,"245",DE,34295
Ford,Kuga,"36518",Manual,"02/2019",Gasoline,"150",DE,17447
Volkswagen,T-Cross,"10344",Automatic,"05/2022",Gasoline,"150",DE,24349
Ford,Kuga,"23300",Automatic,"03/2022",Diesel,"120",DE,26741
Volkswagen,T-Cross,"13697",Automatic,"08/2022",Gasoline,"150",DE,24415
Volkswagen,T-Cross,"13848",Automatic,"05/2022",Gasoline,"150",DE,24442
Volkswagen,T-Cross,"19202",Automatic,"05/2022",Gasoline,"150",DE,24272
Volkswagen,T-Cross,"21787",Automatic,"05/2022",Gasoline,"150",DE,23719
Ford,Puma,"14233",Manual,"08/2022",Gasoline,"125",DE,20415
Volkswagen,T-Roc,"95854",Automatic,"06/2019",Diesel,"150",DE,24289
Opel,Corsa,"23808",Manual,"07/2022",Gasoline,"75",DE,14889
Opel,Corsa,"13275",Manual,"06/2022",Gasoline,"101",DE,16249
Ford,Puma,"21079",Manual,"05/2022",Electric,"125",DE,23447
Volkswagen,T6.1 California,"32823",Automatic,"09/2022",Diesel,"150",DE,74773
smart,forTwo,"9671",Automatic,"10/2021",Electric,"82",DE,14911
Opel,Corsa,"16852",Manual,"05/2022",Gasoline,"75",DE,15696
SEAT,Leon,"55052",Automatic,"09/2019",Gasoline,"150",DE,20879
Ford,Puma,"21079",Manual,"05/2022",Gasoline,"125",DE,23447
Skoda,Kodiaq,"48",Automatic,"08/2023",Diesel,"200",DE,47979
Opel,,"14829",Automatic,"10/2021",Electric,"136",DE,29225
Mercedes-Benz,,"4912",Automatic,"08/2021",Electric,"116",DE,25891
Fiat,,"2606",Manual,"02/2018",Gasoline,"95",DE,18447
Peugeot,"206","46000",Automatic,"03/2004",Gasoline,"75",BE,3950
BMW,X3,"260000",Automatic,"01/2016",Diesel,"150",BE,14950
Volkswagen,Polo,"301000",Manual,"04/2014",Gasoline,"69",BE,4000
Volkswagen,Sharan,"181168",Manual,"04/2014",Diesel,"140",BE,12950
Mercedes-Benz,C 200,"313000",Manual,"01/2006",Diesel,"122",BE,2900
Volkswagen,Jetta,"301069",Manual,"07/2009",Diesel,"105",BE,3800
Mercedes-Benz,C 200,"326000",Manual,"07/2009",Diesel,"136",BE,4300
BMW,"318","172860",Automatic,"12/2013",Diesel,"143",BE,12490
Audi,Q5,"216821",Manual,"07/2012",Diesel,"143",BE,12950
BMW,"116","171000",Manual,"01/2017",Diesel,"116",BE,11450
Peugeot,"308","62358",Manual,"03/2021",Diesel,"131",BE,15200
BMW,X2,"126543",Automatic,"05/2018",Diesel,"190",BE,21750
Volkswagen,Golf GTI,"97655",Automatic,"06/2017",Gasoline,"245",BE,26000
Hyundai,i20,"123485",Manual,"05/2015",Diesel,"75",BE,6450
BMW,"116","58672",Manual,"10/2019",Diesel,"116",BE,18950
Citroen,Nemo,"117000",Manual,"09/2012",Diesel,"75",BE,5500
BMW,X1,"79305",Manual,"11/2017",Diesel,"116",BE,18950
Peugeot,"207","135157",Manual,"11/2010",Diesel,"92",BE,4100
BMW,"116","58662",Manual,"12/2019",Diesel,"116",BE,19300
BMW,X3,"260000",Automatic,"01/2016",Diesel,"150",BE,14950
MINI,One,"162332",Manual,"05/2018",Gasoline,"75",BE,10500
BMW,"116","83037",Automatic,"11/2018",Diesel,"116",BE,18100
BMW,"118","81817",Automatic,"08/2018",Gasoline,"136",BE,17950
BMW,"318","222358",Manual,"03/2007",Diesel,"122",BE,3950
Audi,A6,"51782",Automatic,"11/2019",Diesel,"286",DE,39980
Audi,A6,"45318",Automatic,"06/2019",Diesel,"204",DE,34740
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"333",DE,60480
Audi,A6,"33237",Automatic,"10/2019",Gasoline,"340",DE,49920
Audi,A3,"60120",Automatic,"10/2020",Diesel,"150",DE,23940
Jaguar,E-Pace,"23195",Automatic,"07/2020",Diesel,"150",DE,32780
Audi,A6 allroad,"53000",Automatic,"07/2018",Diesel,"190",DE,29490
Audi,Q3,"35956",Automatic,"11/2020",Gasoline,"150",DE,32940
Audi,A3,"10000",Automatic,"10/2023",Gasoline,"150",DE,39990
Audi,A3,"65419",Automatic,"04/2021",Electric,"150",DE,28640
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"245",DE,38940
Audi,Q8,"125",Automatic,"03/2023",Diesel,"286",DE,84980
Audi,Q7,"46505",Automatic,"05/2020",Diesel,"286",DE,63390
Jaguar,XF,"79084",Automatic,"06/2020",Gasoline,"179",DE,26690
Audi,S6,"75114",Automatic,"08/2020",Diesel,"349",DE,54850
Land-Rover,Range Rover Evoque,"43024",Automatic,"07/2020",Diesel,"179",DE,42880
Audi,A5,"72534",Automatic,"11/2019",Diesel,"231",DE,29980
Volvo,XC60,"49675",Automatic,"06/2019",Gasoline,"190",DE,29480
Audi,A3,"78333",Automatic,"01/2020",Diesel,"150",DE,21440
Audi,A6,"45318",Automatic,"06/2019",Diesel,"204",DE,34740
Volvo,XC60,"36571",Automatic,"03/2021",Diesel,"235",DE,42190
Volkswagen,Touareg,"10000",Automatic,"06/2023",Diesel,"286",DE,91899
Volkswagen,Tiguan,"57815",Automatic,"07/2019",Gasoline,"230",DE,29740
Audi,e-tron,"13084",Automatic,"01/2020",Electric,"408",DE,42730
Volkswagen,Golf,"5240",Automatic,"12/2022",Electric,"245",DE,32740
Volvo,XC90,"10675",Automatic,"11/2021",Electric,"303",DE,54940
Skoda,Superb,"60968",Automatic,"10/2020",Electric,"218",DE,28400
Volkswagen,Touareg,"125",Automatic,"08/2023",Diesel,"231",DE,58980
Audi,A6,"76800",Automatic,"03/2019",Diesel,"204",DE,32740
Volvo,XC60,"21147",Automatic,"08/2021",Gasoline,"197",DE,34740
Volvo,XC40,"29933",Automatic,"10/2021",Electric,"129",DE,33980
Volvo,XC60,"30154",Automatic,"07/2021",Diesel,"197",DE,37450
Volkswagen,Tiguan,"76084",Automatic,"02/2021",Gasoline,"150",DE,28890
Volvo,XC60,"37007",Automatic,"05/2021",Diesel,"197",DE,37890
Jaguar,E-Pace,"31280",Automatic,"08/2022",Diesel,"163",DE,35980
Audi,A3,"15250",Automatic,"10/2022",Electric,"204",DE,30940
Volkswagen,Tiguan,"70000",Automatic,"04/2020",Diesel,"150",DE,25690
Audi,Q3,"57948",Automatic,"08/2020",Diesel,"150",DE,29340
Audi,Q5,"55618",Automatic,"01/2020",Diesel,"231",DE,39370
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"333",DE,60480
Audi,A4,"78518",Automatic,"10/2019",Diesel,"136",DE,24420
Volkswagen,Tiguan,"27450",Automatic,"09/2022",Diesel,"150",DE,32980
Skoda,Kodiaq,"84208",Automatic,"10/2020",Diesel,"150",DE,24790
Skoda,Octavia,"33622",Automatic,"09/2020",Gasoline,"150",DE,21250
Skoda,Kodiaq,"125",Automatic,"08/2023",Gasoline,"150",DE,38750
Volkswagen,T-Cross,"10535",Automatic,"04/2022",Gasoline,"110",DE,21880
Audi,A6,"34771",Automatic,"08/2020",Gasoline,"245",DE,39840
Volkswagen,Tiguan,"125",Automatic,"11/2022",Gasoline,"150",DE,32440
Audi,A5,"60687",Automatic,"07/2020",Diesel,"190",DE,38470
Audi,SQ5,"54670",Automatic,"06/2020",Diesel,"347",DE,53980
Audi,A6,"61378",Automatic,"05/2020",Gasoline,"245",DE,41850
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"333",DE,60980
Audi,A4,"63130",Automatic,"04/2020",Diesel,"190",DE,30740
Land-Rover,Range Rover Velar,"51848",Automatic,"06/2020",Diesel,"300",DE,54380
Audi,A3,"41447",Automatic,"07/2021",Electric,"150",DE,28740
Audi,Q5,"57025",Automatic,"05/2020",Diesel,"190",DE,34980
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"333",DE,60480
Skoda,Kodiaq,"84820",Automatic,"07/2019",Diesel,"190",DE,34290
Audi,A3,"44629",Automatic,"03/2020",Gasoline,"190",DE,30730
Audi,A6,"33237",Automatic,"10/2019",Gasoline,"340",DE,49920
Volkswagen,Tiguan Allspace,"125",Automatic,"08/2023",Gasoline,"245",DE,53750
Jaguar,F-Pace,"56122",Automatic,"12/2019",Diesel,"241",DE,37930
Cupra,Ateca,"39000",Automatic,"07/2020",Gasoline,"300",DE,30940
Land-Rover,,"8780",Automatic,"09/2020",Gasoline,"551",DE,86850
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"245",DE,38980
Audi,A3,"52746",Automatic,"11/2020",Gasoline,"150",DE,24830
Land-Rover,Range Rover Velar,"42170",Automatic,"07/2020",Diesel,"300",DE,57480
Jaguar,E-Pace,"4980",Automatic,"07/2022",Diesel,"163",DE,37840
Audi,A6,"40477",Automatic,"07/2020",Diesel,"204",DE,36480
Audi,Q5,"39826",Automatic,"09/2020",Electric,"252",DE,38980
Jaguar,F-Pace,"60805",Automatic,"05/2020",Diesel,"300",DE,41840
Volkswagen,Golf,"4180",Automatic,"12/2022",Electric,"245",DE,35740
Volkswagen,Taigo,"10289",Automatic,"06/2022",Gasoline,"150",DE,27750
Audi,Q5,"67826",Automatic,"01/2020",Gasoline,"245",DE,39390
Jaguar,E-Pace,"60000",Automatic,"08/2019",Gasoline,"200",DE,31490
Volkswagen,Touran,"15000",Manual,"03/2018",Diesel,"150",DE,26740
Audi,A3,"42853",Automatic,"07/2021",Electric,"204",DE,30750
Volkswagen,Passat Variant,"72134",Automatic,"12/2019",Diesel,"239",DE,28690
Audi,A4,"77410",Automatic,"09/2019",Diesel,"190",DE,28740
Jaguar,E-Pace,"23195",Automatic,"07/2020",Diesel,"150",DE,32780
Volvo,XC60,"5784",Automatic,"04/2022",Electric,"253",DE,51690
Jaguar,E-Pace,"64232",Automatic,"01/2020",Diesel,"150",DE,26840
Audi,Q7,"31406",Automatic,"09/2020",Diesel,"231",DE,65740
Audi,Q5,"24168",Automatic,"10/2021",Diesel,"204",DE,51450
Volvo,XC90,"17427",Automatic,"07/2021",Electric,"303",DE,57460
Audi,A6,"39522",Automatic,"02/2021",Gasoline,"340",DE,54480
Audi,A4,"67397",Automatic,"10/2019",Gasoline,"150",DE,22930
Volkswagen,Tiguan,"35490",Automatic,"04/2021",Gasoline,"190",DE,31980
Audi,A6,"55977",Automatic,"08/2020",Diesel,"204",DE,34740
Jaguar,I-Pace,"16209",Automatic,"08/2020",Electric,"400",DE,56740
Audi,A5,"72936",Automatic,"11/2019",Diesel,"190",DE,30740
Land-Rover,Discovery,"51638",Automatic,"01/2020",Diesel,"306",DE,49740
Land-Rover,Discovery Sport,"29922",Automatic,"10/2020",Diesel,"150",DE,36750
Land-Rover,Range Rover Velar,"75892",Automatic,"07/2020",Diesel,"241",DE,47460
Audi,A3,"53025",Automatic,"06/2020",Gasoline,"150",DE,20650
Audi,A3,"87602",Automatic,"06/2021",Electric,"150",DE,26350
Land-Rover,Discovery,"70718",Automatic,"12/2018",Diesel,"306",DE,46330
Volkswagen,Tiguan,"72837",Automatic,"01/2020",Gasoline,"150",DE,25280
Audi,Q3,"11640",Automatic,"12/2022",Electric,"245",DE,42740
Audi,A3,"60120",Automatic,"10/2020",Diesel,"150",DE,23940
Volkswagen,T-Cross,"20596",Manual,"08/2022",Gasoline,"110",DE,19860
Volkswagen,Passat Variant,"62285",Automatic,"07/2019",Gasoline,"272",DE,27840
Volvo,XC90,"29755",Automatic,"09/2021",Electric,"303",DE,54440
Volvo,XC60,"15345",Automatic,"09/2021",Electric,"253",DE,46450
Skoda,Kodiaq,"80000",Automatic,"11/2019",Diesel,"150",DE,26940
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"245",DE,41980
Land-Rover,Range Rover Evoque,"76784",Automatic,"10/2019",Diesel,"179",DE,34740
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"131",DE,29980
Volkswagen,Tiguan,"24763",Automatic,"06/2021",Gasoline,"190",DE,32740
Volvo,XC60,"25854",Automatic,"10/2021",Diesel,"197",DE,37850
Volkswagen,Amarok,"7569",Automatic,"06/2023",Diesel,"241",DE,66280
Skoda,Superb,"74018",Manual,"06/2019",Diesel,"150",DE,20800
Audi,Q3,"29158",Automatic,"02/2020",Diesel,"150",DE,34740
Skoda,Kamiq,"20148",Manual,"09/2021",Gasoline,"110",DE,22950
Volvo,XC90,"42319",Automatic,"10/2021",Electric,"303",DE,53450
Volkswagen,Tiguan,"13274",Automatic,"10/2020",Gasoline,"150",DE,29990
Land-Rover,Range Rover Velar,"42213",Automatic,"08/2020",Diesel,"300",DE,56840
Volvo,XC40,"12208",Automatic,"09/2021",Electric,"408",DE,44390
Volkswagen,Tiguan,"70290",Automatic,"07/2020",Gasoline,"150",DE,26460
Audi,A6 allroad,"53000",Automatic,"07/2018",Diesel,"190",DE,29490
Volvo,XC60,"21823",Automatic,"08/2021",Gasoline,"197",DE,35450
Volvo,XC60,"24872",Automatic,"08/2021",Gasoline,"197",DE,35430
Volkswagen,T-Cross,"13603",Manual,"05/2022",Gasoline,"110",DE,20380
Volvo,V60,"32743",Automatic,"01/2021",Electric,"253",DE,35440
Audi,Q3,"7840",Automatic,"12/2022",Electric,"245",DE,43840
Volkswagen,Touran,"81071",Automatic,"03/2021",Diesel,"150",DE,27940
Audi,Q3,"7280",Automatic,"12/2022",Electric,"245",DE,43740
Skoda,Scala,"10000",Automatic,"10/2023",Gasoline,"110",DE,29480
Audi,Q7,"42460",Automatic,"06/2022",Diesel,"286",DE,67980
Volkswagen,Caddy,"9",Automatic,"05/2023",Diesel,"122",DE,47980
Volkswagen,Golf Variant,"125",Automatic,"10/2023",Gasoline,"150",DE,34980
Skoda,Kodiaq,"10000",Automatic,"08/2023",Diesel,"200",DE,54980
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"150",DE,32740
Volkswagen,Golf,"125",Manual,"05/2023",Gasoline,"150",DE,29980
Audi,A1,"12180",Automatic,"08/2020",Gasoline,"95",DE,20980
Volkswagen,T-Cross,"25525",Automatic,"12/2022",Gasoline,"110",DE,21880
Volkswagen,Golf,"5980",Automatic,"12/2022",Electric,"245",DE,35840
Volkswagen,T-Cross,"7537",Automatic,"04/2022",Gasoline,"110",DE,22380
Volkswagen,Tiguan,"81754",Automatic,"08/2020",Diesel,"150",DE,25990
Audi,Q3,"35956",Automatic,"11/2020",Gasoline,"150",DE,32940
Audi,A6,"48152",Automatic,"08/2020",Electric,"252",DE,41790
Skoda,Citigo,"8549",Automatic,"07/2021",Electric,"83",DE,16940
Volkswagen,Golf,"44082",Manual,"03/2019",Gasoline,"150",DE,20990
Volkswagen,Golf,"125",Automatic,"08/2023",Gasoline,"150",DE,33350
Land-Rover,Range Rover Velar,"22255",Automatic,"11/2019",Gasoline,"300",DE,50740
Audi,TT,"46444",Automatic,"09/2020",Gasoline,"197",DE,30940
Volvo,XC90,"32012",Automatic,"10/2021",Electric,"303",DE,54740
Skoda,Octavia,"77782",Automatic,"08/2020",Gasoline,"150",DE,20740
Audi,A4,"68897",Automatic,"09/2020",Diesel,"163",DE,28640
Volvo,XC60,"14110",Automatic,"10/2021",Diesel,"235",DE,43850
Jaguar,E-Pace,"24219",Automatic,"11/2020",Gasoline,"200",DE,33840
Audi,A4,"74488",Automatic,"03/2020",Diesel,"163",DE,23840
Volkswagen,Golf,"125",Automatic,"06/2023",Gasoline,"245",DE,39440
Volkswagen,Golf,"125",Automatic,"06/2023",Gasoline,"245",DE,39440
Volkswagen,Golf,"125",Automatic,"06/2023",Gasoline,"245",DE,39440
Volkswagen,Golf,"125",Automatic,"06/2023",Gasoline,"245",DE,38980
Land-Rover,,"20985",Automatic,"10/2020",Gasoline,"551",DE,80850
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"245",DE,39480
Audi,A8,"10000",Automatic,"10/2023",Electric,"340",DE,128990
Audi,A3,"65419",Automatic,"04/2021",Electric,"150",DE,28640
Volkswagen,Golf,"125",Automatic,"06/2023",Gasoline,"245",DE,40980
Jaguar,XE,"53065",Automatic,"08/2020",Diesel,"179",DE,33980
Audi,A6,"61685",Automatic,"02/2021",Gasoline,"340",DE,54250
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"245",DE,39980
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"245",DE,40740
Land-Rover,Range Rover Velar,"31473",Automatic,"12/2019",Gasoline,"300",DE,53940
Audi,A4,"56315",Automatic,"07/2019",Gasoline,"245",DE,32440
Audi,A6,"40277",Automatic,"04/2020",Diesel,"286",DE,40740
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"245",DE,38940
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"333",DE,60480
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"333",DE,59980
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"245",DE,38980
Audi,Q5,"7140",Automatic,"02/2023",Diesel,"204",DE,56740
Audi,A4,"49932",Manual,"09/2020",Gasoline,"150",DE,33840
Audi,Q5,"4490",Automatic,"02/2023",Diesel,"204",DE,55550
Audi,Q8,"62471",Automatic,"07/2020",Diesel,"286",DE,70980
Volvo,XC60,"60312",Automatic,"01/2019",Electric,"303",DE,40790
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"245",DE,39970
Jaguar,F-Pace,"63748",Automatic,"01/2020",Diesel,"179",DE,37850
Audi,A3,"10000",Automatic,"10/2023",Gasoline,"150",DE,39990
Audi,A5,"48255",Automatic,"04/2020",Gasoline,"190",DE,33640
Volkswagen,Golf,"9985",Automatic,"12/2022",Electric,"245",DE,34740
Volvo,V60 Cross Country,"35801",Automatic,"10/2021",Diesel,"197",DE,39840
Audi,SQ7,"44119",Automatic,"04/2020",Diesel,"435",DE,83570
Volkswagen,Golf,"125",Automatic,"06/2023",Gasoline,"245",DE,40980
Volkswagen,Golf,"125",Automatic,"06/2023",Gasoline,"245",DE,39980
Audi,A3,"49951",Automatic,"06/2021",Electric,"150",DE,28440
Volkswagen,Golf,"125",Automatic,"06/2023",Gasoline,"245",DE,39980
Audi,Q7,"54247",Automatic,"01/2021",Electric,"455",DE,73980
Audi,A3,"15740",Automatic,"10/2022",Electric,"204",DE,31640
Volkswagen,Arteon,"10000",Automatic,"06/2023",Gasoline,"320",DE,56750
Audi,A4,"50051",Automatic,"10/2020",Gasoline,"204",DE,33840
Audi,RS4,"6180",Automatic,"02/2023",Gasoline,"450",DE,87980
Audi,S6,"28808",Automatic,"06/2021",Diesel,"344",DE,64430
Volkswagen,T6.1 California,"125",Automatic,"03/2023",Diesel,"150",DE,73880
Audi,A7,"43643",Automatic,"08/2020",Electric,"252",DE,56740
Jaguar,F-Pace,"36064",Automatic,"07/2020",Diesel,"241",DE,44250
Audi,A4,"68880",Automatic,"08/2019",Gasoline,"150",DE,26800
Skoda,Kodiaq,"125",Automatic,"08/2023",Gasoline,"150",DE,38940
Audi,Q8,"125",Automatic,"03/2023",Diesel,"286",DE,84980
Audi,e-tron,"32204",Automatic,"06/2021",Electric,"408",DE,59690
Audi,Q7,"53435",Automatic,"05/2020",Diesel,"286",DE,63740
Volkswagen,Golf,"10000",Automatic,"07/2023",Gasoline,"300",DE,48999
Skoda,Karoq,"125",Automatic,"11/2022",Gasoline,"190",DE,43850
Land-Rover,Range Rover Evoque,"18762",Automatic,"01/2020",Gasoline,"300",DE,50840
Volkswagen,T6.1 California,"125",Automatic,"03/2023",Diesel,"150",DE,72980
Volkswagen,T-Cross,"10000",Automatic,"06/2023",Gasoline,"150",DE,28885
Volvo,XC60,"26891",Automatic,"07/2021",Diesel,"235",DE,44880
Audi,A4,"88720",Automatic,"07/2020",Gasoline,"150",DE,31740
Jaguar,E-Pace,"33052",Automatic,"10/2020",Gasoline,"249",DE,35980
Audi,Q5,"25836",Automatic,"08/2021",Electric,"265",DE,54830
Audi,A6,"47229",Automatic,"03/2020",Gasoline,"245",DE,41640
Audi,Q3,"8970",Automatic,"12/2022",Electric,"245",DE,43740
Jaguar,E-Pace,"56401",Automatic,"09/2020",Gasoline,"249",DE,34740
Volkswagen,Touareg,"10000",Automatic,"06/2023",Diesel,"286",DE,85850
Volkswagen,ID. Buzz,"7880",Automatic,"11/2022",Electric,"204",DE,69780
Volvo,XC60,"30308",Automatic,"08/2021",Gasoline,"197",DE,35980
Volkswagen,Golf Variant,"125",Manual,"10/2023",Gasoline,"150",DE,32980
Skoda,Octavia,"55673",Manual,"10/2019",Gasoline,"150",DE,20490
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"245",DE,38940
Land-Rover,Range Rover Velar,"50209",Automatic,"10/2020",Diesel,"241",DE,49750
Volkswagen,T-Roc,"10000",Automatic,"06/2023",Gasoline,"150",DE,43999
Volvo,XC60,"45510",Automatic,"03/2021",Diesel,"197",DE,40850
Audi,e-tron,"30523",Automatic,"06/2021",Electric,"313",DE,41740
Audi,Q5,"64448",Automatic,"02/2020",Electric,"252",DE,41570
Audi,Q3,"2950",Automatic,"12/2022",Electric,"245",DE,48980
Jaguar,I-Pace,"63032",Automatic,"03/2019",Electric,"400",DE,47390
Audi,Q3,"7840",Automatic,"12/2022",Electric,"245",DE,43840
Jaguar,E-Pace,"76484",Manual,"09/2020",Diesel,"150",DE,32850
Audi,Q3,"7430",Automatic,"12/2022",Electric,"245",DE,43840
Volkswagen,Tiguan Allspace,"9850",Manual,"02/2023",Gasoline,"150",DE,37430
Jaguar,I-Pace,"42230",Automatic,"03/2021",Electric,"400",DE,44990
Audi,Q8,"10000",Automatic,"07/2023",Electric,"340",DE,69980
Volkswagen,Golf,"125",Automatic,"06/2023",Gasoline,"245",DE,40740
Audi,Q8,"65342",Automatic,"07/2020",Diesel,"286",DE,71830
Volkswagen,T6.1 California,"125",Automatic,"03/2023",Diesel,"150",DE,72980
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"245",DE,39480
Volkswagen,Golf,"3620",Automatic,"12/2022",Electric,"245",DE,36740
Audi,Q7,"51062",Automatic,"09/2020",Electric,"340",DE,64950
Audi,Q7,"46505",Automatic,"05/2020",Diesel,"286",DE,63390
Audi,Q8,"69399",Automatic,"07/2020",Diesel,"286",DE,69870
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"333",DE,59980
Audi,Q3,"4640",Automatic,"12/2022",Electric,"245",DE,43840
Volvo,XC40,"62854",Automatic,"01/2020",Gasoline,"150",DE,28750
Skoda,Superb,"55711",Manual,"01/2020",Gasoline,"150",DE,23950
Audi,A7,"36694",Automatic,"07/2021",Electric,"265",DE,58320
Skoda,Kodiaq,"125",Automatic,"07/2023",Gasoline,"150",DE,42480
Audi,RS4,"18740",Automatic,"02/2023",Gasoline,"450",DE,87840
Skoda,Karoq,"34822",Manual,"09/2018",Gasoline,"150",DE,22990
Audi,Q3,"9890",Automatic,"12/2022",Electric,"245",DE,43840
Audi,A1,"8120",Automatic,"01/2023",Gasoline,"150",DE,32440
Volvo,XC60,"26564",Automatic,"04/2021",Diesel,"235",DE,45950
Volkswagen,Golf,"15426",Automatic,"12/2022",Electric,"245",DE,32640
Audi,Q5,"38156",Automatic,"09/2020",Diesel,"204",DE,48850
Audi,e-tron,"86786",Automatic,"01/2020",Electric,"408",DE,40880
Volvo,XC60,"13641",Automatic,"09/2021",Gasoline,"197",DE,36450
Audi,Q3,"10000",Automatic,"06/2023",Gasoline,"150",DE,46980
Skoda,Kodiaq,"125",Automatic,"08/2023",Gasoline,"150",DE,38940
Volkswagen,Golf,"7560",Automatic,"12/2022",Electric,"245",DE,34740
Jaguar,XF,"79084",Automatic,"06/2020",Gasoline,"179",DE,26690
Land-Rover,Discovery,"78028",Automatic,"07/2020",Diesel,"241",DE,44740
Audi,Q3,"38780",Manual,"08/2020",Gasoline,"150",DE,32830
Skoda,Karoq,"125",Automatic,"01/2023",Gasoline,"190",DE,38480
Volkswagen,Golf,"125",Automatic,"06/2023",Gasoline,"245",DE,40980
Volkswagen,Tiguan,"10000",Automatic,"09/2023",Diesel,"150",DE,45985
Volkswagen,Arteon,"10000",Automatic,"06/2023",Diesel,"200",DE,52840
Volkswagen,Tiguan,"10000",Automatic,"06/2023",Gasoline,"320",DE,67999
Volvo,XC60,"19981",Automatic,"08/2021",Gasoline,"197",DE,36840
Volvo,V60,"38725",Automatic,"12/2020",Electric,"253",DE,36870
Audi,Q8,"63803",Automatic,"01/2020",Diesel,"286",DE,68980
Land-Rover,Discovery,"60000",Automatic,"01/2020",Diesel,"306",DE,50980
Volkswagen,Polo,"39408",Automatic,"03/2021",Gasoline,"200",DE,22890
Volkswagen,Tiguan,"125",Automatic,"11/2022",Gasoline,"150",DE,32440
Audi,e-tron,"80919",Automatic,"01/2020",Electric,"408",DE,44840
Audi,Q3,"10000",Automatic,"10/2023",Gasoline,"150",DE,55490
Volkswagen,Golf,"5890",Automatic,"12/2022",Electric,"245",DE,35940
Audi,A7,"61291",Automatic,"07/2020",Electric,"252",DE,53740
Volkswagen,Tiguan,"125",Automatic,"11/2022",Gasoline,"150",DE,32440
Skoda,Karoq,"125",Automatic,"10/2022",Gasoline,"150",DE,31980
Audi,S6,"75114",Automatic,"08/2020",Diesel,"349",DE,54850
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"150",DE,34280
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"245",DE,40980
Volkswagen,Polo,"10000",Automatic,"09/2023",Gasoline,"207",DE,34885
Audi,e-tron,"41076",Automatic,"01/2020",Electric,"408",DE,43280
Volkswagen,Polo,"6390",Manual,"02/2023",Gasoline,"95",DE,21440
Audi,A4,"63422",Automatic,"10/2020",Gasoline,"150",DE,28450
Volkswagen,Golf Variant,"17409",Manual,"10/2019",Gasoline,"116",DE,19500
Skoda,Karoq,"125",Automatic,"10/2022",Gasoline,"150",DE,31980
Volkswagen,Polo,"32035",Manual,"08/2020",Gasoline,"80",DE,14390
Volvo,S60,"18539",Automatic,"09/2021",Electric,"303",DE,39450
Skoda,Karoq,"34092",Manual,"07/2019",Gasoline,"150",DE,24990
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"245",DE,39970
Volkswagen,Golf,"125",Automatic,"07/2023",Gasoline,"245",DE,41980
Jaguar,E-Pace,"75365",Automatic,"09/2019",Diesel,"179",DE,34850
Volkswagen,Golf,"10000",Automatic,"01/2023",Gasoline,"150",DE,31940
Volkswagen,Tiguan,"63328",Automatic,"11/2020",Gasoline,"190",DE,30990
Skoda,Karoq,"125",Automatic,"11/2022",Gasoline,"190",DE,43850
Skoda,Karoq,"125",Automatic,"11/2022",Gasoline,"190",DE,43850
Audi,RS4,"14240",Automatic,"12/2022",Gasoline,"450",DE,88940
Land-Rover,Range Rover Evoque,"43024",Automatic,"07/2020",Diesel,"179",DE,42880
Volkswagen,Polo,"125",Manual,"05/2023",Gasoline,"95",DE,21680
Audi,Q3,"9560",Automatic,"12/2022",Electric,"245",DE,50980
Volkswagen,Polo,"1400",Manual,"02/2023",Gasoline,"95",DE,20980
Volkswagen,Golf,"21473",Automatic,"03/2021",Electric,"204",DE,24750
Audi,Q5,"47229",Automatic,"11/2019",Gasoline,"245",DE,40430
Audi,Q8,"10000",Automatic,"04/2023",Electric,"408",DE,92980
Volkswagen,Tiguan,"21832",Manual,"09/2020",Gasoline,"150",DE,27440
Volkswagen,Golf,"125",Automatic,"04/2023",Gasoline,"150",DE,32890
Volkswagen,Golf,"6470",Automatic,"12/2022",Electric,"245",DE,34740
Volkswagen,Tiguan,"10000",Automatic,"08/2023",Diesel,"150",DE,51910
Volkswagen,ID. Buzz,"8",Automatic,"04/2023",Electric,"204",DE,69880
