"mark","model","mileage","transmission","registration","fuel","power","location","price"
Renault,Kadjar,"29223",Automatic,"05/2021",Gasoline,"140",DE,21990
Opel,Astra,"61522",Automatic,"11/2019",Diesel,"136",DE,13990
BMW,"320","224866",Automatic,"08/2011",Diesel,"184",DE,6990
Ford,Ranger,"94399",Automatic,"08/2017",Diesel,"160",DE,24990
Hyundai,KONA,"26004",Automatic,"08/2020",Electric,"136",DE,19900
Hyundai,i30,"46861",Manual,"02/2019",Gasoline,"140",DE,15990
Mercedes-Benz,A 160,"81709",Automatic,"10/2017",Diesel,"90",DE,16990
Mercedes-Benz,CLA 180,"81122",Automatic,"06/2020",Gasoline,"136",DE,22990
Fiat,,"190473",Automatic,"08/2013",Diesel,"177",DE,9990
Mercedes-Benz,,"19556",Manual,"12/2019",Diesel,"143",DE,28990
Ford,,"153823",Manual,"07/2017",Diesel,"120",DE,12990
Lancia,Delta,"188848",Manual,"07/2009",Diesel,"190",DE,3390
SsangYong,Rodius,"149829",Manual,"06/2016",Diesel,"178",DE,5990
BMW,"116","154886",Manual,"10/2007",Gasoline,"122",DE,6990
Mitsubishi,Outlander,"176055",Manual,"06/2017",Gasoline,"150",DE,13990
SsangYong,,"200",Automatic,"09/2023",Gasoline,"163",DE,39990
Hyundai,i30,"122849",Automatic,"01/2020",Gasoline,"140",DE,16990
Hyundai,i30,"142215",Automatic,"01/2020",Gasoline,"140",DE,15990
MINI,Cooper,"127270",Manual,"09/2011",Gasoline,"122",DE,8490
SsangYong,REXTON,"225",Automatic,"10/2023",Diesel,"201",DE,50990
Hyundai,i30,"132006",Automatic,"03/2019",Gasoline,"140",DE,16490
Mercedes-Benz,C 250,"75916",Automatic,"03/2018",Gasoline,"211",DE,25990
Mercedes-Benz,A 220,"119410",Automatic,"02/2020",Diesel,"190",DE,25990
Hyundai,i30,"44274",Manual,"08/2020",Gasoline,"99",DE,15990
Jaguar,E-Pace,"52611",Automatic,"05/2019",Gasoline,"249",DE,30990
Mercedes-Benz,C 180,"152900",Manual,"04/2012",Diesel,"120",DE,10990
SsangYong,,"1500",Automatic,"09/2023",Gasoline,"163",DE,39990
Mercedes-Benz,C 200,"178206",Automatic,"11/2018",Gasoline,"184",DE,19990
SsangYong,,"0",Automatic,,Gasoline,"163",DE,42290
BMW,"216","117221",Manual,"05/2018",Diesel,"116",DE,14990
Alfa-Romeo,Stelvio,"32023",Automatic,"04/2021",Gasoline,"280",DE,44990
SsangYong,REXTON,"0",Automatic,,Diesel,"201",DE,54790
Mercedes-Benz,GLC 220,"76941",Automatic,"12/2018",Diesel,"170",DE,31990
SsangYong,Rodius,"66877",Automatic,"06/2018",Diesel,"178",DE,19490
Kia,Ceed / cee'd,"59179",Manual,"11/2017",Gasoline,"204",DE,11990
SsangYong,REXTON,"0",Automatic,,Diesel,"201",DE,54790
SsangYong,,"0",Automatic,,Gasoline,"163",DE,43390
Mercedes-Benz,GLC 220,"120783",Automatic,"02/2019",Diesel,"170",DE,30990
Fiat,Tipo,"142782",Manual,"07/2019",Diesel,"120",DE,11990
SsangYong,,"300",Automatic,"09/2023",Gasoline,"163",DE,39990
SsangYong,REXTON,"0",Automatic,,Diesel,"201",DE,43990
Ford,Fiesta,"130842",Manual,"10/2015",Gasoline,"125",DE,8990
Opel,Corsa,"81111",Manual,"02/2019",LPG,"90",DE,10490
Alfa-Romeo,Stelvio,"114028",Automatic,"04/2021",Diesel,"190",DE,31990
Mercedes-Benz,SLC 180,"104981",Manual,"03/2018",Gasoline,"156",DE,24990
SsangYong,,"0",Automatic,,Gasoline,"163",DE,45190
SsangYong,REXTON,"0",Automatic,,Diesel,"201",DE,54790
Opel,Astra,"59076",Manual,"07/2018",Gasoline,"150",DE,15990
Opel,Insignia,"71249",Automatic,"09/2019",Gasoline,"165",DE,18990
BMW,"418","173030",Automatic,"11/2017",Diesel,"150",DE,19490
Mercedes-Benz,CLA 250,"36836",Automatic,"02/2021",Electric,"160",DE,29990
SsangYong,MUSSO,"10",Automatic,"09/2023",Diesel,"203",DE,33790
SsangYong,Korando,"100",Automatic,"06/2023",Electric,"190",DE,37636
Mercedes-Benz,GLC 63 AMG,"23180",Automatic,"05/2020",Gasoline,"476",DE,74990
SsangYong,REXTON,"185589",Automatic,"10/2017",Diesel,"181",DE,18990
Mercedes-Benz,B 200,"72891",Automatic,"01/2019",Diesel,"136",DE,21490
Hyundai,i20,"37703",Manual,"06/2018",Gasoline,"120",DE,13990
Ford,EcoSport,"100800",Manual,"07/2018",Diesel,"101",DE,12990
SsangYong,Korando,"100",Automatic,"06/2023",Electric,"190",DE,34144
Volvo,XC60,"36027",Automatic,"10/2019",Gasoline,"310",DE,37490
SsangYong,Korando,"2800",Automatic,"03/2023",Diesel,"136",DE,29990
Fiat,Fullback,"126918",Automatic,"05/2017",Diesel,"181",DE,23990
BMW,"118","30265",Manual,"02/2020",Gasoline,"140",DE,18990
Abarth,"595 Competizione","69966",Automatic,"02/2018",Gasoline,"179",DE,21990
Jeep,Compass,"33685",Automatic,"02/2020",Electric,"131",DE,26990
Abarth,"595C","59981",Manual,"09/2019",Gasoline,"145",DE,17990
Jeep,Renegade,"36864",Manual,"06/2021",Diesel,"131",DE,24990
SsangYong,REXTON,"143716",Automatic,"11/2018",Diesel,"181",DE,24990
Mazda,"3","79252",Automatic,"06/2019",Gasoline,"122",DE,19590
Jeep,Compass,"29182",Automatic,"03/2021",Electric,"131",DE,28990
BMW,X1,"102898",Automatic,"05/2019",Diesel,"116",DE,20490
SsangYong,Tivoli,"0",Manual,,Gasoline,"163",DE,25990
SsangYong,Tivoli,"0",Automatic,,Gasoline,"163",DE,28271
SsangYong,Tivoli,"0",Automatic,,Gasoline,"163",DE,25990
Mercedes-Benz,CLA 180,"124853",Manual,"11/2017",Diesel,"109",DE,15490
Alfa-Romeo,MiTo,"166110",Manual,"03/2012",Gasoline,"105",DE,6490
SsangYong,Tivoli,"16422",Automatic,"11/2022",Gasoline,"163",DE,21490
SsangYong,REXTON,"23025",Automatic,"02/2023",Diesel,"201",DE,45990
Volkswagen,Touran,"29790",Manual,"07/2019",Gasoline,"116",DE,23490
SsangYong,,"0",Automatic,,Gasoline,"163",DE,42290
Mercedes-Benz,CLA 180,"96519",Manual,"07/2020",Gasoline,"136",DE,20990
Hyundai,i30,"63115",Manual,"05/2019",Gasoline,"120",DE,15990
SsangYong,REXTON,"0",Automatic,,Diesel,"201",DE,50590
Jeep,Renegade,"22260",Manual,"06/2021",Diesel,"131",DE,23990
Mercedes-Benz,A 250,"32953",Automatic,"08/2020",Electric,"160",DE,27990
Opel,Grandland X,"79961",Automatic,"03/2020",Electric,"224",DE,24990
SsangYong,Korando,"100",Automatic,"06/2023",Electric,"190",DE,39673
SsangYong,Tivoli,"9385",Automatic,"03/2023",Gasoline,"163",DE,21990
Hyundai,i30,"57390",Manual,"04/2020",Gasoline,"120",DE,18990
Kia,Rio,"77729",Manual,"12/2018",Gasoline,"99",DE,13990
Mercedes-Benz,A 200,"26054",Automatic,"01/2022",Gasoline,"163",DE,26990
SsangYong,REXTON,"1450",Automatic,"09/2023",Diesel,"201",DE,49990
Toyota,Aygo,"59605",Manual,"05/2017",Gasoline,"69",DE,10490
Mercedes-Benz,A 200,"35701",Automatic,"11/2021",Gasoline,"163",DE,25490
Kia,ProCeed / pro_cee'd,"107180",Automatic,"05/2020",Gasoline,"204",DE,21990
Citroen,C3,"140313",Manual,"06/2018",Gasoline,"82",DE,8990
Mercedes-Benz,CLA 180,"76481",Automatic,"04/2018",Diesel,"109",DE,20990
SsangYong,Tivoli,"9564",Manual,"01/2023",Gasoline,"163",DE,21990
Mercedes-Benz,A 200,"28479",Automatic,"03/2022",Gasoline,"163",DE,26990
SsangYong,Tivoli,"0",Automatic,,Gasoline,"163",DE,25490
Fiat,"500e","13073",Automatic,"06/2021",Electric,"118",DE,23490
SEAT,Mii,"118830",Manual,"10/2019",Gasoline,"60",DE,7990
SEAT,Mii,"71982",Manual,"06/2018",Gasoline,"60",DE,7990
SEAT,Mii,"97580",Manual,"01/2019",Gasoline,"60",DE,7590
Ford,Fiesta,"127364",Manual,"08/2013",Gasoline,"82",DE,6990
Maserati,Ghibli,"72124",Automatic,"12/2019",Gasoline,"430",DE,47990
Hyundai,ELANTRA,"100",Manual,"07/2022",Gasoline,"122",DE,25511
BMW,"116","74709",Manual,"06/2016",Gasoline,"109",DE,13690
Volkswagen,Bora,"235373",Manual,"09/2000",Gasoline,"105",DE,1190
Opel,Astra,"138958",Manual,"05/2009",Gasoline,"90",DE,3490
Hyundai,TUCSON,"100",Automatic,"12/2022",Gasoline,"179",DE,40273
Mercedes-Benz,,"23173",Manual,"02/2020",Diesel,"114",DE,27990
Citroen,,"121881",Manual,"10/2018",Diesel,"75",DE,8490
Opel,,"169552",Automatic,"02/2019",Diesel,"170",DE,16990
Jeep,Grand Cherokee,"188410",Automatic,"11/1993",,"220",DE,6990
Mercedes-Benz,,"26117",Manual,"02/2020",Diesel,"114",DE,26990
Mercedes-Benz,,"26314",Manual,"07/2019",Diesel,"114",DE,26990
Mercedes-Benz,,"35035",Manual,"07/2019",Diesel,"114",DE,26990
Mercedes-Benz,,"27757",Manual,"10/2019",Diesel,"114",DE,25990
Mercedes-Benz,,"27553",Manual,"06/2019",Diesel,"143",DE,28990
Citroen,,"120920",Manual,"12/2017",Diesel,"75",DE,8490
Ford,,"100",Manual,"05/2023",Diesel,"131",DE,36634
Mercedes-Benz,C 180,"189977",Manual,"06/2019",Diesel,"122",DE,16990
Opel,Tigra,"163204",Manual,"12/2004",Gasoline,"90",DE,990
Opel,Astra,"152342",Manual,"10/2010",Diesel,"110",DE,1990
Mercedes-Benz,C 43 AMG,"96076",Automatic,"10/2019",Gasoline,"390",DE,40850
Mercedes-Benz,GLE 350,"55200",Automatic,"04/2018",Diesel,"258",DE,54850
Mercedes-Benz,A 200,"46501",Manual,"11/2018",Gasoline,"163",DE,21850
Mercedes-Benz,A 250,"52319",Automatic,"07/2020",Electric,"160",DE,33850
Mercedes-Benz,GLC 220,"89815",Automatic,"01/2019",Diesel,"170",DE,34850
Mercedes-Benz,GLC 250,"64456",Automatic,"06/2019",Diesel,"204",DE,36850
Mercedes-Benz,A 250,"41004",Automatic,"09/2020",Electric,"160",DE,25850
Mercedes-Benz,AMG GT,"107530",Automatic,"03/2020",Gasoline,"639",DE,111850
Mercedes-Benz,C 300,"56992",Automatic,"07/2019",Gasoline,"258",DE,38850
Mercedes-Benz,C 200,"55205",Automatic,"11/2018",Gasoline,"184",DE,34850
Mercedes-Benz,V 300,"51300",Automatic,"08/2019",Diesel,"239",DE,58850
Mercedes-Benz,A 250,"62328",Automatic,"07/2021",Electric,"160",DE,33850
Mercedes-Benz,CLA 200,"5526",Automatic,"08/2021",Diesel,"150",DE,45851
Mercedes-Benz,C 220,"62471",Automatic,"01/2021",Diesel,"194",DE,39850
Mercedes-Benz,C 200,"134883",Manual,"07/2019",Diesel,"160",DE,23850
Mercedes-Benz,C 300,"90804",Automatic,"08/2020",Electric,"194",DE,32850
Mercedes-Benz,E 300,"115566",Automatic,"08/2019",Electric,"194",DE,34850
Mercedes-Benz,SL 500,"10117",Automatic,"01/2020",Gasoline,"455",DE,104850
Mercedes-Benz,A 250,"85305",Automatic,"07/2020",Electric,"160",DE,28850
Mercedes-Benz,GLE 350,"55200",Automatic,"04/2018",Diesel,"258",DE,54850
Mercedes-Benz,E 300,"72863",Automatic,"05/2020",Electric,"194",DE,38850
Mercedes-Benz,C 300,"101970",Automatic,"07/2020",Electric,"194",DE,32850
Mercedes-Benz,E 300,"110901",Automatic,"05/2020",Electric,"194",DE,35850
Mercedes-Benz,E 350,"126910",Automatic,"03/2018",Diesel,"258",DE,29850
Mercedes-Benz,A 35 AMG,"21216",Automatic,"06/2020",Gasoline,"306",DE,39850
Mercedes-Benz,GLC 300,"116187",Automatic,"09/2020",Electric,"194",DE,47850
Mercedes-Benz,E 300,"72550",Automatic,"12/2019",Electric,"194",DE,38850
Mercedes-Benz,GLC 300,"91701",Automatic,"01/2020",Diesel,"245",DE,49850
Mercedes-Benz,A 180,"50088",Manual,"01/2018",Gasoline,"122",DE,21850
Mercedes-Benz,GLC 350,"110443",Automatic,"07/2019",Diesel,"258",DE,39850
Mercedes-Benz,C 220,"28004",Automatic,"07/2021",Diesel,"194",DE,31850
Mercedes-Benz,C 220,"73902",Automatic,"07/2021",Diesel,"194",DE,26850
Mercedes-Benz,V 250,"84050",Automatic,"12/2019",Diesel,"190",DE,53312
Mercedes-Benz,A 250,"50829",Automatic,"05/2021",Electric,"160",DE,29850
Mercedes-Benz,B 220,"66960",Automatic,"10/2020",Diesel,"190",DE,27850
Mercedes-Benz,E 400,"113153",Automatic,"10/2019",Diesel,"340",DE,42850
Mercedes-Benz,C 300,"50678",Automatic,"06/2021",Electric,"194",DE,41850
Mercedes-Benz,B 220,"43294",Automatic,"06/2020",Gasoline,"190",DE,34850
Mercedes-Benz,EQA 300,"28100",Manual,"05/2022",Electric,"228",DE,49850
Mercedes-Benz,A 200,"46501",Manual,"11/2018",Gasoline,"163",DE,21850
Mercedes-Benz,EQC 400,"64949",Manual,"08/2021",Electric,"408",DE,49850
Mercedes-Benz,A 250,"30654",Automatic,"01/2021",Electric,"160",DE,27850
Mercedes-Benz,C 200,"43027",Automatic,"11/2020",Diesel,"160",DE,27850
Mercedes-Benz,GLC 200,"76709",Automatic,"07/2020",Gasoline,"197",DE,35850
Mercedes-Benz,C 220,"70534",Automatic,"07/2021",Diesel,"194",DE,27850
Mercedes-Benz,V 250,"69500",Automatic,"09/2018",Diesel,"190",DE,50850
Mercedes-Benz,A 180,"35211",Automatic,"03/2018",Gasoline,"122",DE,22850
Mercedes-Benz,CLA 200,"67193",Automatic,"10/2020",Diesel,"150",DE,30850
Mercedes-Benz,A 250,"34362",Automatic,"03/2021",Electric,"160",DE,30850
Mercedes-Benz,CLA 220,"44802",Automatic,"12/2020",Diesel,"190",DE,33850
Mercedes-Benz,C 200,"10300",Automatic,"08/2022",Diesel,"163",DE,38850
Mercedes-Benz,E 300,"85013",Automatic,"12/2019",Electric,"194",DE,29850
Mercedes-Benz,GLC 400,"57619",Automatic,"06/2020",Diesel,"330",DE,50850
Mercedes-Benz,GLC 63 AMG,"68314",Automatic,"09/2020",Gasoline,"510",DE,73850
Mercedes-Benz,E 400,"32200",Automatic,"07/2020",Diesel,"340",DE,49850
Mercedes-Benz,C 220,"90344",Automatic,"08/2019",Diesel,"194",DE,26850
Mercedes-Benz,CLA 180,"53931",Manual,"01/2019",Gasoline,"122",DE,23850
Mercedes-Benz,CLA 200,"75499",Manual,"12/2020",Gasoline,"163",DE,27850
Mercedes-Benz,C 300,"70461",Automatic,"07/2020",Electric,"194",DE,34850
Mercedes-Benz,A 250,"52319",Automatic,"07/2020",Electric,"160",DE,33850
Mercedes-Benz,A 180,"42520",Manual,"02/2021",Diesel,"116",DE,24850
Mercedes-Benz,CLA 180,"15484",Automatic,"09/2019",Gasoline,"136",DE,27850
Mercedes-Benz,C 220,"34300",Automatic,"06/2021",Diesel,"200",DE,33850
Mercedes-Benz,CLA 250,"250",Automatic,"11/2022",Electric,"160",DE,41850
Mercedes-Benz,A 250,"49383",Automatic,"07/2020",Electric,"160",DE,28850
Mercedes-Benz,B 220,"98900",Automatic,"05/2019",Diesel,"190",DE,30850
Mercedes-Benz,EQC 400,"53580",Automatic,"09/2021",Electric,"408",DE,53850
Mercedes-Benz,B 180,"67580",Manual,"07/2021",Diesel,"116",DE,24850
Mercedes-Benz,EQA 250,"23614",Manual,"02/2022",Electric,"190",DE,42850
Mercedes-Benz,A 250,"24831",Automatic,"12/2020",Electric,"160",DE,31850
Mercedes-Benz,,"34100",Manual,"07/2022",Diesel,"150",DE,40936
Mercedes-Benz,,"69500",Automatic,"09/2018",Diesel,"190",DE,50850
Mercedes-Benz,,"84050",Automatic,"12/2019",Diesel,"190",DE,53312
Mercedes-Benz,,"91450",Manual,"07/2020",Diesel,"80",DE,14102
Mercedes-Benz,,"51300",Automatic,"08/2019",Diesel,"239",DE,58850
Mercedes-Benz,,"96100",Manual,"02/2019",Diesel,"143",DE,26002
Mercedes-Benz,,"37300",Automatic,"07/2021",Diesel,"237",DE,61850
Mercedes-Benz,,"34300",Manual,"05/2019",Diesel,"143",DE,33142
Mercedes-Benz,,"34100",Manual,"07/2022",Diesel,"150",DE,40936
AC,Cobra,"31131",Manual,"03/1965",Gasoline,"521",BE,139995
Land-Rover,Defender,"245210",Manual,"09/2007",Diesel,"122",BE,26995
Land-Rover,Range Rover Sport,"53476",Automatic,"08/2019",Diesel,"249",BE,64995
Mercedes-Benz,C 200,"126116",Manual,"03/2015",Diesel,"136",BE,15995
BMW,"840","61190",Automatic,"06/2019",Diesel,"320",BE,64995
Mercedes-Benz,GLB 200,"42721",Automatic,"06/2021",Gasoline,"163",BE,42995
Land-Rover,Range Rover Evoque,"35166",Manual,"04/2019",Diesel,"150",BE,34995
SsangYong,Korando,"27709",Manual,"11/2020",Gasoline,"163",BE,18995
Mercedes-Benz,CLA 250,"893",Automatic,"05/2023",Electric,"160",BE,41995
Volkswagen,New Beetle,"102614",Manual,"07/2010",Diesel,"105",BE,9495
Land-Rover,Defender,"66648",Manual,"06/2014",Diesel,"122",BE,41995
Volvo,V90,"73159",Manual,"02/2017",Diesel,"150",BE,21995
Porsche,"996","59187",Automatic,"09/2004",Gasoline,"320",BE,52995
Mercedes-Benz,GLC 43 AMG,"93452",Automatic,"08/2018",Gasoline,"367",BE,49995
Citroen,C3 Aircross,"7356",Manual,"01/2023",Diesel,"110",BE,20995
Citroen,DS3,"46603",Automatic,"08/2019",Gasoline,"131",BE,22995
BMW,X5,"48479",Automatic,"12/2019",Electric,"286",BE,59995
Mercedes-Benz,V 300,"24661",Automatic,"06/2022",Diesel,"239",BE,79995
BMW,"118","64790",Manual,"06/2019",Diesel,"150",BE,20995
Land-Rover,Defender,"245210",Manual,"09/2007",Diesel,"122",BE,26995
BMW,"440","23156",Automatic,"03/2022",Gasoline,"374",BE,64995
Mercedes-Benz,C 220,"46274",Automatic,"09/2017",Diesel,"170",BE,34495
Audi,Q2,"21000",Automatic,"04/2022",Gasoline,"110",BE,30995
Citroen,C5 Aircross,"91975",Manual,"04/2019",Gasoline,"131",BE,16995
Abarth,"595","39763",Manual,"12/2020",Gasoline,"165",BE,18995
Audi,A1,"62156",Automatic,"01/2020",Gasoline,"95",BE,20495
Ford,Transit,"20",Manual,"01/2023",Diesel,"131",BE,43560
Hyundai,TUCSON,"20685",Manual,"03/2020",Gasoline,"132",BE,19995
Ford,Focus,"114356",Manual,"04/2019",Gasoline,"125",BE,15995
MINI,Cooper,"38000",Automatic,"08/2021",Gasoline,"136",BE,25995
BMW,X3,"84426",Automatic,"09/2018",Gasoline,"252",BE,29995
Mercedes-Benz,Sprinter,"6000",Automatic,"08/2022",Diesel,"190",BE,84995
Peugeot,Expert,"55968",Manual,"04/2021",Diesel,"150",BE,25995
Hyundai,iX35,"96296",Manual,"07/2012",Gasoline,"136",BE,9995
Mercedes-Benz,C 180,"20931",Automatic,"06/2021",Gasoline,"170",BE,42995
Audi,A6,"157250",Automatic,"06/2018",Diesel,"190",BE,19500
Jaguar,E-Pace,"84150",Automatic,"06/2018",Diesel,"150",BE,24950
Porsche,Macan,"111820",Automatic,"09/2019",Gasoline,"252",BE,47500
Volkswagen,Caddy,"75547",Automatic,"10/2019",Gasoline,"110",BE,21950
SEAT,Tarraco,"91935",Manual,"09/2020",Gasoline,"150",BE,22950
Volkswagen,Golf,"142876",Automatic,"01/2014",Gasoline,"300",BE,21950
BMW,"320","227325",Manual,"11/2010",Diesel,"163",BE,5750
MINI,John Cooper Works Cabrio,"99000",Manual,"10/2011",Gasoline,"211",BE,12950
Kia,Ceed / cee'd,"63699",Automatic,"02/2022",Gasoline,"204",BE,23950
Porsche,"997","400",Automatic,"05/2011",Gasoline,"487",BE,169500
Peugeot,Partner,"121000",Manual,"10/2017",Diesel,"101",BE,9950
Peugeot,"208","75668",Manual,"10/2020",Gasoline,"101",BE,16950
BMW,"218","41200",Automatic,"06/2021",Gasoline,"136",BE,28900
Volkswagen,Tiguan,"18100",Automatic,"12/2022",Gasoline,"150",BE,31900
BMW,X2,"27000",Manual,"08/2020",Gasoline,"140",BE,25900
Audi,TT,"33820",Manual,"01/2018",Gasoline,"179",BE,31900
Maserati,Ghibli,"139500",Automatic,"03/2015",Diesel,"275",BE,31900
Audi,A4,"31500",Automatic,"06/2019",Gasoline,"150",BE,26900
BMW,X1,"40400",Automatic,"12/2019",Gasoline,"140",BE,26900
BMW,"118","46950",Automatic,"11/2020",Gasoline,"140",BE,26900
Volvo,XC40,"6900",Automatic,"11/2021",Electric,"179",BE,43900
BMW,X2,"13300",Automatic,"03/2022",Electric,"125",BE,37900
MINI,One Countryman,"34100",Automatic,"02/2022",Gasoline,"102",BE,29900
Volkswagen,Golf,"39520",Manual,"08/2021",Gasoline,"150",BE,23900
BMW,X1,"34000",Automatic,"07/2022",Gasoline,"136",BE,32490
MINI,One Clubman,"47100",Manual,"08/2020",Gasoline,"102",BE,21900
MINI,One Cabrio,"49800",Manual,"03/2020",Gasoline,"102",BE,22890
Toyota,Corolla,"12600",Manual,"10/2021",Gasoline,"116",BE,20900
MINI,One Clubman,"42700",Automatic,"07/2020",Gasoline,"102",BE,23900
Volkswagen,Tiguan,"37000",Manual,"01/2021",Gasoline,"131",BE,27900
Volkswagen,ID.3,"15800",Automatic,"06/2021",Electric,"145",BE,29900
Alpina,B4,"26213",Automatic,"07/2018",Gasoline,"441",DE,67885
BMW,"520","0",Automatic,,Diesel,"197",DE,93029
Alpina,B7,"50234",Automatic,"07/2017",Gasoline,"608",DE,99444
BMW,X2,"54424",Automatic,"04/2019",Gasoline,"192",DE,24888
BMW,"335","29934",Automatic,"12/2006",Gasoline,"306",DE,26595
BMW,X3,"66888",Automatic,"10/2018",Diesel,"190",DE,32540
BMW,X1,"66930",Automatic,"06/2019",Gasoline,"140",DE,22984
MINI,Cooper Cabrio,"24052",Automatic,"09/2020",Gasoline,"136",DE,26984
BMW,M5,"0",Automatic,,Gasoline,"625",DE,167129
BMW,M4,"96226",Automatic,"04/2021",Gasoline,"510",DE,73540
Alpina,B4,"140941",Automatic,"06/2016",Gasoline,"409",DE,39240
BMW,X6 M,"51905",Automatic,"05/2020",Gasoline,"625",DE,111555
BMW,Z4,"28007",Automatic,"05/2019",Gasoline,"258",DE,39740
BMW,X4 M,"107359",Automatic,"08/2017",Gasoline,"360",DE,34889
BMW,M2,"65247",Automatic,"04/2019",Gasoline,"411",DE,48640
BMW,X5 M,"30310",Automatic,"04/2021",Gasoline,"625",DE,124885
BMW,"330","52360",Automatic,"07/2020",Gasoline,"258",DE,35450
Alpina,B5,"123625",Automatic,"12/2019",Gasoline,"608",DE,59999
BMW,M850,"61799",Automatic,"07/2020",Gasoline,"530",DE,78888
BMW,"520","0",Automatic,,Diesel,"197",DE,93029
MINI,Cooper SD,"120363",Automatic,"03/2019",Diesel,"170",DE,21540
MINI,Cooper SE,"6340",Automatic,"02/2021",Electric,"184",DE,22888
BMW,"430","12989",Automatic,"02/2023",Gasoline,"245",DE,71926
BMW,"320","76931",Automatic,"10/2020",Diesel,"190",DE,39840
BMW,"840","92594",Automatic,"12/2018",Diesel,"379",DE,57888
BMW,X3,"95668",Automatic,"10/2018",Diesel,"190",DE,32840
BMW,"235","40414",Automatic,"08/2020",Gasoline,"306",DE,37540
MINI,Cooper S Clubman,"33090",Manual,"02/2020",Gasoline,"192",DE,22222
BMW,"118","41439",Manual,"07/2020",Gasoline,"140",DE,21888
BMW,"120","39495",Automatic,"12/2020",Diesel,"190",DE,27880
BMW,M4,"22755",Automatic,"05/2022",Gasoline,"510",DE,84888
BMW,"420","0",Automatic,,Electric,"190",DE,59879
BMW,"440","18940",Automatic,"07/2020",Gasoline,"326",DE,55888
BMW,"520","81012",Automatic,"10/2019",Diesel,"190",DE,33780
BMW,X4,"20560",Automatic,"04/2020",Diesel,"265",DE,49889
MINI,John Cooper Works Countryman,"39693",Automatic,"12/2019",Gasoline,"306",DE,31888
Alpina,B3,"37015",Automatic,"04/2017",Gasoline,"409",DE,56840
BMW,M4,"8989",Automatic,"05/2023",Gasoline,"510",DE,109898
BMW,"430","42445",Automatic,"11/2020",Gasoline,"258",DE,46540
Alpina,B7,"50234",Automatic,"07/2017",Gasoline,"608",DE,99444
BMW,M4,"0",Automatic,,Gasoline,"510",DE,129049
Mercedes-Benz,SL 500,"32137",Automatic,"05/2017",Gasoline,"455",DE,84774
BMW,X2,"97749",Automatic,"02/2019",Diesel,"190",DE,28888
BMW,"135","24425",Automatic,"06/2022",Gasoline,"306",DE,41555
Alpina,B5,"24066",Automatic,"12/2018",Gasoline,"608",DE,88998
Jaguar,F-Type,"29420",Automatic,"08/2017",Gasoline,"340",DE,50280
BMW,X5,"122452",Automatic,"05/2019",Diesel,"265",DE,59888
BMW,X1,"34205",Automatic,"08/2020",Gasoline,"192",DE,36880
BMW,X3,"34999",Automatic,"11/2022",Electric,"286",DE,55999
Alpina,D3,"0",Automatic,,Diesel,"355",DE,105489
BMW,"118","16500",Manual,"04/2021",Gasoline,"136",DE,27450
BMW,"320","46710",Automatic,"03/2018",Diesel,"190",DE,26888
BMW,"540","0",Automatic,,Electric,"333",DE,87199
BMW,X3 M,"48169",Automatic,"02/2020",Gasoline,"510",DE,62540
BMW,X1,"41361",Automatic,"07/2020",Diesel,"150",DE,28440
BMW,"440","64250",Automatic,"04/2019",Gasoline,"326",DE,40680
BMW,"120","4989",Automatic,"05/2023",Gasoline,"178",DE,49999
BMW,"430","2989",Automatic,"09/2023",Gasoline,"245",DE,79469
BMW,X2,"0",Automatic,,Gasoline,"178",DE,67468
BMW,X2,"54424",Automatic,"04/2019",Gasoline,"192",DE,24888
BMW,"330","0",Automatic,,Gasoline,"245",DE,77909
BMW,"330","28860",Automatic,"10/2022",Diesel,"286",DE,63888
Alpina,D4,"0",Automatic,,Diesel,"355",DE,103239
Alpina,D4,"23900",Automatic,"12/2022",Diesel,"355",DE,89977
BMW,M850,"0",Automatic,,Gasoline,"530",DE,147199
Alpina,B3,"0",Automatic,,Gasoline,"495",DE,114049
BMW,X1,"25886",Automatic,"07/2020",Gasoline,"192",DE,36244
Alpina,XD3,"79531",Automatic,"09/2020",Diesel,"387",DE,59940
MINI,John Cooper Works Cabrio,"9710",Manual,"05/2022",Gasoline,"231",DE,39840
BMW,X1,"70131",Automatic,"07/2019",Diesel,"150",DE,28880
BMW,"530","12470",Automatic,"11/2022",Diesel,"286",DE,59540
BMW,X4,"116036",Automatic,"01/2017",Diesel,"190",DE,29740
MINI,Cooper,"46087",Manual,"09/2020",Gasoline,"136",DE,20840
BMW,"118","0",Manual,,Gasoline,"136",DE,39509
MINI,John Cooper Works Clubman,"30019",Automatic,"10/2020",Gasoline,"306",DE,35840
BMW,"340","75500",Automatic,"06/2020",Gasoline,"374",DE,49884
MINI,John Cooper Works,"51431",Automatic,"05/2019",Gasoline,"231",DE,27844
MINI,Cooper S,"0",Automatic,,Gasoline,"178",DE,43628
BMW,"340","4989",Automatic,"06/2023",Electric,"374",DE,79999
BMW,"335","29934",Automatic,"12/2006",Gasoline,"306",DE,26595
MINI,Cooper S Cabrio,"24792",Automatic,"08/2022",Gasoline,"178",DE,37840
MINI,John Cooper Works Cabrio,"40975",Automatic,"02/2020",Gasoline,"231",DE,29540
BMW,"550","53676",Automatic,"08/2018",Diesel,"400",DE,46450
BMW,M4,"3989",Automatic,"05/2023",Gasoline,"510",DE,112544
MINI,Cooper S Clubman,"57666",Manual,"08/2016",Gasoline,"192",DE,19854
