"mark","model","mileage","transmission","registration","fuel","power","location","price"
Audi,A5,"73811",Automatic,"06/2019",Diesel,"190",DE,30980
Audi,A3,"59937",Automatic,"07/2020",Diesel,"150",DE,24980
Mercedes-Benz,E 220,"181723",Automatic,"10/2012",Diesel,"170",DE,13900
Volkswagen,Tiguan,"47997",Automatic,"07/2020",Diesel,"239",DE,32980
Mercedes-Benz,C 300,"99106",Automatic,"12/2019",Diesel,"245",DE,30980
Audi,A4,"48932",Automatic,"07/2020",Gasoline,"190",DE,35980
BMW,"540","74938",Automatic,"06/2019",Diesel,"320",DE,37980
Volkswagen,T6 California,"34194",Automatic,"08/2020",Diesel,"199",DE,64980
Audi,A3,"87666",Manual,"06/2018",Diesel,"116",DE,19980
Volkswagen,Sharan,"19198",Automatic,"10/2019",Diesel,"177",DE,39980
Audi,A4,"74937",Automatic,"02/2020",Diesel,"190",DE,31980
Audi,A6,"71721",Automatic,"06/2019",Diesel,"286",DE,41980
Audi,A3,"83893",Automatic,"11/2020",Diesel,"150",DE,29480
BMW,"220","64998",Automatic,"09/2020",Diesel,"190",DE,29480
Mercedes-Benz,C 220,"83249",Automatic,"02/2019",Diesel,"194",DE,32980
Porsche,Cayenne,"46466",Automatic,"06/2020",Gasoline,"340",DE,82980
Audi,Q5,"84356",Automatic,"02/2019",Diesel,"190",DE,37480
Porsche,Macan,"82177",Automatic,"03/2019",Gasoline,"245",DE,53980
BMW,"540","62386",Automatic,"08/2020",Gasoline,"333",DE,48780
Audi,A3,"62844",Automatic,"05/2019",Gasoline,"150",DE,23480
Mercedes-Benz,E 300,"62356",Automatic,"10/2020",Diesel,"245",DE,38980
SEAT,Alhambra,"54148",Automatic,"06/2017",Gasoline,"220",DE,35480
Jaguar,XE,"49762",Automatic,"04/2020",Gasoline,"250",DE,27980
BMW,"320","55516",Automatic,"01/2020",Diesel,"190",DE,31780
Mercedes-Benz,C 300,"74462",Automatic,"11/2020",Diesel,"245",DE,31480
Porsche,Macan,"34663",Automatic,"09/2020",Gasoline,"354",DE,64980
Audi,A4,"37226",Automatic,"03/2019",Gasoline,"245",DE,33980
Audi,A4,"85677",Automatic,"07/2019",Diesel,"190",DE,25980
Audi,A3,"99894",Manual,"08/2017",Diesel,"150",DE,17980
Mercedes-Benz,B 200,"62650",Manual,"04/2019",Gasoline,"163",DE,21980
Volkswagen,Caddy,"59937",Manual,"07/2016",Diesel,"122",DE,23980
Mercedes-Benz,C 300,"84220",Automatic,"08/2019",Diesel,"245",DE,29980
Hyundai,i30,"79917",Automatic,"11/2019",Diesel,"116",DE,16980
SEAT,Alhambra,"87736",Manual,"08/2018",Diesel,"184",DE,26480
Volkswagen,Touran,"59471",Automatic,"09/2019",Diesel,"150",DE,29480
SEAT,Alhambra,"59971",Automatic,"06/2019",Diesel,"177",DE,37980
Mercedes-Benz,B 180,"59913",Automatic,"06/2017",Gasoline,"122",DE,18780
Ford,S-Max,"81838",Automatic,"05/2018",Diesel,"209",DE,26980
SEAT,Alhambra,"69530",Automatic,"10/2019",Diesel,"150",DE,30980
Citroen,Berlingo,"64937",Manual,"08/2018",Diesel,"120",DE,16980
Volkswagen,Touran,"91694",Automatic,"11/2017",Gasoline,"179",DE,25980
SEAT,Alhambra,"98713",Automatic,"08/2018",Diesel,"150",DE,26980
Jaguar,XE,"46249",Automatic,"02/2020",Gasoline,"250",DE,29480
Opel,Corsa,"87927",Manual,"11/2018",Gasoline,"69",DE,8980
Mercedes-Benz,G 63 AMG,"3182",Automatic,"11/2022",Gasoline,"585",DE,217980
Jaguar,XE,"35573",Automatic,"01/2020",Gasoline,"250",DE,27980
BMW,"330","54753",Automatic,"07/2020",Diesel,"265",DE,43780
BMW,"320","66319",Automatic,"07/2019",Gasoline,"184",DE,32980
Kia,Sorento,"66320",Automatic,"05/2019",Diesel,"200",DE,32980
Audi,A4,"48127",Automatic,"09/2019",Diesel,"190",DE,27480
BMW,M3,"2664",Automatic,"02/2023",Gasoline,"510",DE,109980
Audi,A5,"157622",Automatic,"09/2017",Diesel,"272",DE,24980
Kia,Stinger,"31339",Automatic,"04/2020",Gasoline,"366",DE,37980
Kia,Stinger,"31969",Automatic,"04/2019",Gasoline,"366",DE,36980
Audi,A4,"71426",Automatic,"07/2019",Diesel,"190",DE,31480
Porsche,Macan,"95819",Automatic,"03/2017",Gasoline,"441",DE,54980
Audi,A5,"32731",Automatic,"11/2019",Gasoline,"190",DE,33980
Audi,A4,"88057",Automatic,"07/2019",Diesel,"190",DE,27980
Audi,Q8,"89529",Automatic,"10/2020",Diesel,"286",DE,70980
Audi,A6,"82717",Automatic,"03/2019",Diesel,"286",DE,44480
BMW,"520","66265",Automatic,"05/2018",Diesel,"190",DE,31980
Mercedes-Benz,C 220,"78912",Automatic,"09/2019",Diesel,"194",DE,30780
Mercedes-Benz,C 220,"149691",Manual,"11/2014",Diesel,"170",DE,15980
Porsche,Macan,"42553",Automatic,"03/2021",Gasoline,"381",DE,79980
Mercedes-Benz,GLC 250,"74981",Automatic,"11/2018",Gasoline,"211",DE,41980
BMW,"320","88132",Automatic,"08/2020",Diesel,"190",DE,34980
Volkswagen,Golf,"79546",Automatic,"04/2018",Diesel,"150",DE,19980
Volkswagen,Golf,"83138",Automatic,"12/2017",Gasoline,"150",DE,22480
Renault,Grand Scenic,"74314",Manual,"06/2017",Gasoline,"132",DE,19980
Skoda,Octavia,"68725",Automatic,"11/2019",Diesel,"150",DE,19980
Renault,Clio,"11799",Manual,"04/2020",Gasoline,"101",DE,14980
SEAT,Leon,"44641",Automatic,"01/2022",Diesel,"150",DE,27980
Volkswagen,Caddy,"71783",Automatic,"12/2017",Diesel,"102",DE,26980
Kia,Picanto,"21245",Manual,"07/2019",Gasoline,"67",DE,12480
SEAT,Mii,"23481",Manual,"05/2019",Gasoline,"60",DE,9980
Porsche,Cayenne,"39517",Automatic,"11/2019",Gasoline,"549",DE,98980
SEAT,Leon,"74971",Automatic,"11/2018",Diesel,"150",DE,20980
Audi,A3,"66393",Automatic,"04/2019",Gasoline,"190",DE,27780
Skoda,Fabia,"59927",Manual,"04/2021",Gasoline,"95",DE,14480
Mercedes-Benz,V 300,"53000",Automatic,"05/2021",Diesel,"239",BE,77900
Land-Rover,Range Rover Sport,"99021",Automatic,"11/2018",Electric,"300",BE,56999
BMW,"330","5052",Automatic,"12/2022",Electric,"292",BE,51900
BMW,"118","17209",Automatic,"09/2020",Gasoline,"140",BE,25999
MINI,Cooper SE Countryman,"80375",Automatic,"09/2018",Electric,"136",BE,22999
Mercedes-Benz,E 63 AMG,"32528",Automatic,"08/2020",Gasoline,"612",BE,85000
Mercedes-Benz,C 63 AMG,"177250",Automatic,"03/2010",Gasoline,"457",BE,29999
Mercedes-Benz,AMG GT,"39",Automatic,"10/2018",Gasoline,"510",BE,161500
Audi,RS6,"12943",Automatic,"09/2022",Gasoline,"600",BE,147500
Infiniti,QX80,"15556",Automatic,"08/2022",Gasoline,"405",BE,92999
Mercedes-Benz,G 63 AMG,"60357",Automatic,"02/2020",Gasoline,"585",BE,195500
Land-Rover,Range Rover Sport,"21207",Automatic,"03/2021",Diesel,"351",BE,90999
Volvo,XC90,"42373",Automatic,"04/2022",Electric,"310",BE,72999
Porsche,Cayenne,"53645",Automatic,"11/2020",Electric,"340",BE,79999
BMW,"320","38219",Automatic,"09/2020",Gasoline,"184",BE,32700
Citroen,C3,"6069",Manual,"06/2022",Gasoline,"83",BE,15999
Citroen,C3,"14525",Manual,"05/2022",Gasoline,"83",BE,15999
Porsche,Panamera,"47481",Automatic,"06/2017",Electric,"330",BE,76999
Cupra,Formentor,"37698",Automatic,"12/2021",Gasoline,"150",BE,29950
Volkswagen,Golf,"180462",Manual,"02/2017",Diesel,"116",BE,11950
Audi,A3,"45573",Automatic,"04/2021",Diesel,"116",BE,28950
Volkswagen,Touran,"164742",Automatic,"03/2018",Diesel,"116",BE,16950
Volkswagen,Tiguan,"130890",Automatic,"02/2019",Diesel,"150",BE,23950
Audi,A6,"104686",Automatic,"04/2019",Diesel,"163",BE,35950
Volkswagen,Tiguan,"157788",Automatic,"01/2017",Diesel,"150",BE,18950
Audi,Q5,"108059",Automatic,"05/2018",Diesel,"190",BE,30950
Volkswagen,T-Roc,"22325",Automatic,"03/2021",Gasoline,"150",BE,25950
Volkswagen,Tiguan,"137376",Automatic,"11/2016",Diesel,"150",BE,19950
Audi,Q2,"101624",Manual,"02/2017",Diesel,"116",BE,18950
Audi,Q3,"141957",Automatic,"03/2018",Gasoline,"150",BE,20950
Audi,Q2,"120601",Automatic,"07/2020",Diesel,"116",BE,23950
Skoda,Kodiaq,"134179",Automatic,"10/2018",Gasoline,"150",BE,23950
Volkswagen,Tiguan,"84031",Manual,"09/2019",Diesel,"116",BE,22950
Volkswagen,T-Roc,"112744",Manual,"12/2018",Diesel,"116",BE,18950
Audi,Q5,"75769",Manual,"05/2017",Diesel,"136",BE,26950
Volkswagen,Crafter,"120468",Manual,"10/2017",Diesel,"140",BE,22950
Volkswagen,T-Roc,"54760",Manual,"05/2018",Gasoline,"116",BE,18950
Volkswagen,Golf,"180462",Manual,"02/2017",Diesel,"116",BE,11950
Volkswagen,Tiguan,"37770",Manual,"04/2021",Diesel,"122",BE,32950
Audi,Q2,"54606",Manual,"03/2019",Diesel,"116",BE,22950
Volkswagen,Passat,"76616",Automatic,"04/2018",Gasoline,"150",BE,21950
Volkswagen,Polo,"67005",Automatic,"01/2019",Gasoline,"95",BE,16450
Audi,Q2,"115396",Manual,"06/2017",Diesel,"116",BE,18950
Volkswagen,Tiguan,"105738",Manual,"12/2017",Diesel,"116",BE,19950
Audi,A4,"104468",Manual,"12/2015",Diesel,"150",BE,16950
Skoda,Kamiq,"23650",Manual,"03/2021",Gasoline,"95",BE,19950
Audi,Q2,"136678",Automatic,"07/2018",Diesel,"116",BE,21950
Audi,A4,"126896",Manual,"03/2017",Diesel,"136",BE,17950
Audi,Q3,"72808",Automatic,"03/2021",Diesel,"150",BE,35950
Audi,A6,"64579",Automatic,"01/2021",Diesel,"163",BE,44950
Audi,Q3,"8462",Automatic,"04/2023",Diesel,"150",BE,48950
Audi,A3,"115940",Manual,"04/2017",Gasoline,"116",BE,17950
Volkswagen,T-Roc,"50197",Manual,"12/2019",Gasoline,"116",BE,19950
Volkswagen,Tiguan,"89397",Automatic,"02/2021",Electric,"150",BE,36950
Volkswagen,Passat Variant,"108805",Manual,"09/2018",Diesel,"150",BE,17950
SEAT,Ateca,"94833",Manual,"03/2017",Gasoline,"116",BE,15950
Volkswagen,T-Cross,"47705",Manual,"08/2020",Gasoline,"95",BE,18950
Audi,A3,"45573",Automatic,"04/2021",Diesel,"116",BE,28950
Volkswagen,Tiguan,"15207",Automatic,"05/2022",Gasoline,"150",BE,32950
Audi,A3,"116486",Manual,"07/2016",Diesel,"110",BE,15950
SEAT,Ateca,"77351",Manual,"03/2019",Diesel,"116",BE,19950
Volkswagen,T-Cross,"14116",Automatic,"02/2022",Gasoline,"110",BE,24950
Audi,A1,"53133",Manual,"10/2019",Gasoline,"95",BE,18950
Volkswagen,Polo,"105261",Manual,"05/2018",Gasoline,"65",BE,11950
Volkswagen,T-Roc,"24335",Manual,"04/2021",Gasoline,"110",BE,26950
Volkswagen,Golf,"28850",Automatic,"03/2022",Diesel,"116",BE,30950
Volkswagen,up!,"114122",Manual,"04/2016",Gasoline,"60",BE,6950
Volkswagen,Touran,"110147",Automatic,"07/2019",Diesel,"116",BE,23950
Jaguar,F-Pace,"91141",Automatic,"08/2019",Diesel,"1",BE,29950
Cupra,Born,"16177",Automatic,"02/2022",Electric,"204",BE,34950
Audi,A3,"36451",Manual,"01/2021",Diesel,"116",BE,32950
Volkswagen,T-Roc,"7455",Automatic,"01/2023",Gasoline,"150",BE,39950
Volkswagen,Passat Variant,"104217",Automatic,"01/2019",Diesel,"150",BE,20950
SEAT,Ibiza,"53264",Manual,"04/2021",Gasoline,"80",BE,14750
Volkswagen,T-Roc,"36088",Automatic,"05/2021",Gasoline,"150",BE,29950
Skoda,Kodiaq,"47313",Automatic,"05/2022",Diesel,"150",BE,31950
Skoda,Superb,"93131",Automatic,"04/2018",Diesel,"120",BE,20950
Volkswagen,Golf,"180462",Manual,"02/2017",Diesel,"116",BE,11950
Volkswagen,Tiguan,"116142",Automatic,"07/2018",Diesel,"150",BE,29950
Audi,A5,"44035",Automatic,"06/2020",Gasoline,"190",BE,41950
Volkswagen,Tiguan,"63640",Manual,"05/2019",Gasoline,"150",BE,23950
Audi,Q3,"52884",Automatic,"04/2021",Diesel,"150",BE,34950
Volkswagen,Tiguan,"127821",Automatic,"12/2016",Diesel,"150",BE,23950
Audi,A1,"48551",Manual,"08/2019",Gasoline,"95",BE,20950
Volkswagen,Passat,"127028",Manual,"04/2019",Gasoline,"150",BE,18950
Volkswagen,Arteon,"53124",Automatic,"07/2019",Gasoline,"150",BE,31950
Audi,Q3,"84760",Automatic,"04/2019",Diesel,"150",BE,32950
SEAT,Ateca,"82712",Automatic,"01/2018",Gasoline,"150",BE,21950
Volkswagen,Golf Sportsvan,"112334",Automatic,"06/2018",Gasoline,"110",BE,16950
Volkswagen,T-Roc,"69046",Automatic,"07/2018",Gasoline,"150",BE,23950
Audi,Q2,"83760",Automatic,"05/2019",Gasoline,"116",BE,23950
Audi,Q2,"88738",Manual,"11/2018",Gasoline,"116",BE,20950
Skoda,Kodiaq,"131794",Manual,"06/2017",Gasoline,"125",BE,19950
Audi,A3,"53835",Manual,"06/2021",Gasoline,"110",BE,31950
Cupra,Formentor,"26428",Automatic,"03/2022",Gasoline,"150",BE,32950
Audi,A4,"22077",Manual,"10/2019",Gasoline,"150",BE,25950
Audi,A3,"88875",Automatic,"02/2019",Gasoline,"116",BE,23950
Volkswagen,Tiguan,"130890",Automatic,"02/2019",Diesel,"150",BE,23950
Audi,A3,"113826",Manual,"11/2018",Diesel,"116",BE,18950
Audi,A3,"121295",Manual,"08/2019",Diesel,"116",BE,18950
Skoda,Octavia,"100107",Manual,"04/2019",Diesel,"116",BE,16950
Volkswagen,Golf,"95950",Manual,"08/2019",Gasoline,"86",BE,18950
Audi,Q3,"56213",Automatic,"03/2019",Gasoline,"150",BE,30950
Audi,S3,"26442",Automatic,"05/2021",Gasoline,"310",BE,47950
Audi,Q3,"72001",Automatic,"11/2019",Gasoline,"150",BE,28950
Volkswagen,Tiguan,"29532",Automatic,"11/2019",Gasoline,"150",BE,36950
Audi,A6,"89167",Automatic,"05/2020",Diesel,"163",BE,45950
Audi,Q2,"145428",Manual,"07/2018",Gasoline,"150",BE,18950
Volkswagen,Passat,"61386",Automatic,"07/2020",Diesel,"120",BE,26950
Audi,A3,"91709",Manual,"11/2018",Diesel,"116",BE,18950
Audi,Q3,"62478",Automatic,"10/2021",Diesel,"150",BE,39950
Skoda,Octavia,"97339",Manual,"10/2016",Gasoline,"116",BE,15450
Audi,A3,"97097",Manual,"09/2020",Diesel,"116",BE,25950
Volkswagen,Tiguan,"82306",Automatic,"03/2019",Gasoline,"150",BE,26950
Skoda,Superb,"49163",Automatic,"05/2020",Gasoline,"150",BE,28950
Audi,Q3,"77961",Manual,"06/2019",Gasoline,"150",BE,31950
SEAT,Arona,"59743",Manual,"02/2020",CNG,"90",BE,14950
Audi,A6,"104686",Automatic,"04/2019",Diesel,"163",BE,35950
Volkswagen,T-Roc,"86574",Manual,"02/2020",Gasoline,"116",BE,19950
Audi,A3,"54544",Manual,"10/2020",Gasoline,"110",BE,25950
Volkswagen,Passat,"80833",Manual,"03/2016",Gasoline,"150",BE,19950
Volkswagen,T-Roc,"93112",Manual,"02/2019",Gasoline,"150",BE,20950
Audi,Q3,"52663",Automatic,"04/2019",Gasoline,"150",BE,32950
Volkswagen,Tiguan,"65767",Automatic,"05/2019",Gasoline,"150",BE,28950
Skoda,Octavia,"66801",Manual,"07/2017",Diesel,"110",BE,16950
SEAT,Ateca,"88546",Manual,"06/2018",Diesel,"150",BE,19950
Volkswagen,Golf,"119815",Manual,"05/2019",Diesel,"116",BE,16950
Audi,Q3,"55161",Manual,"04/2019",Gasoline,"150",BE,29950
Audi,Q3,"119813",Manual,"01/2017",Gasoline,"150",BE,19950
Volkswagen,Touran,"106142",Manual,"01/2019",Diesel,"116",BE,22950
Audi,A3,"69118",Automatic,"03/2021",Diesel,"116",BE,30950
SEAT,Arona,"99559",Manual,"06/2018",Gasoline,"95",BE,13950
Skoda,Fabia,"117359",Manual,"02/2018",Gasoline,"95",BE,11950
Skoda,Enyaq,"40439",Automatic,"05/2021",Electric,"204",BE,44950
SEAT,Ateca,"55872",Automatic,"04/2021",Gasoline,"150",BE,26950
Audi,Q2,"105993",Manual,"04/2019",Diesel,"116",BE,20950
SEAT,Ateca,"44059",Manual,"01/2020",Diesel,"116",BE,23950
Volkswagen,Tiguan,"157788",Automatic,"01/2017",Diesel,"150",BE,18950
Volkswagen,T-Roc,"104588",Manual,"02/2020",Diesel,"116",BE,21950
Skoda,Superb,"41087",Automatic,"12/2020",Diesel,"122",BE,27950
Volkswagen,T-Roc,"98216",Manual,"01/2018",Gasoline,"116",BE,18950
Volkswagen,Golf,"78942",Manual,"09/2019",Diesel,"116",BE,19950
Volkswagen,Tiguan,"123443",Manual,"02/2019",Gasoline,"131",BE,20950
Skoda,Octavia,"137291",Automatic,"03/2018",CNG,"110",BE,14950
Skoda,Karoq,"61352",Manual,"03/2019",Gasoline,"116",BE,19950
SEAT,Leon,"40105",Automatic,"02/2022",Diesel,"150",BE,30950
Volkswagen,Tiguan,"127585",Manual,"05/2018",Diesel,"116",BE,21950
Audi,Q3,"70575",Manual,"01/2016",Gasoline,"150",BE,19950
Skoda,Karoq,"150700",Automatic,"09/2018",Diesel,"116",BE,19950
Volkswagen,Golf,"76226",Manual,"04/2020",Gasoline,"116",BE,18950
Skoda,Rapid/Spaceback,"109106",Manual,"05/2016",Gasoline,"90",BE,9950
Volkswagen,Golf,"64026",Manual,"06/2020",Gasoline,"116",BE,18950
Audi,A3,"76452",Manual,"04/2019",Gasoline,"116",BE,20950
Volkswagen,Tiguan,"30096",Manual,"06/2022",Gasoline,"131",BE,32950
Skoda,Octavia,"45714",Manual,"02/2020",Gasoline,"116",BE,20950
Skoda,Octavia,"35052",Automatic,"11/2020",Gasoline,"110",BE,25950
Audi,A3,"97135",Manual,"04/2018",Gasoline,"116",BE,18950
Audi,Q5,"108059",Automatic,"05/2018",Diesel,"190",BE,30950
Volkswagen,T-Roc,"74889",Manual,"05/2020",Diesel,"116",BE,23950
Skoda,Kodiaq,"75519",Manual,"06/2019",Gasoline,"150",BE,24950
Volkswagen,T-Roc,"109530",Manual,"07/2018",Gasoline,"116",BE,18950
Volkswagen,Golf,"39604",Manual,"01/2020",Gasoline,"116",BE,19950
Audi,e-tron,"29484",Automatic,"10/2020",Electric,"408",BE,64950
Volkswagen,Touran,"92521",Automatic,"02/2019",Diesel,"116",BE,22950
Skoda,Superb,"114660",Manual,"04/2018",Gasoline,"125",BE,18950
Audi,e-tron,"27828",Automatic,"08/2020",Electric,"313",BE,59950
Skoda,Fabia,"154090",Manual,"07/2017",Gasoline,"90",BE,10950
Volkswagen,Golf,"81505",Manual,"04/2019",Diesel,"116",BE,17950
Skoda,Karoq,"79022",Manual,"09/2018",Gasoline,"116",BE,20950
Volkswagen,Touran,"128268",Manual,"05/2019",Diesel,"116",BE,20950
Volkswagen,Golf Sportsvan,"99683",Manual,"03/2019",Diesel,"116",BE,16950
Audi,A1,"54763",Manual,"07/2020",Gasoline,"95",BE,23950
SEAT,Arona,"90341",Manual,"07/2018",Gasoline,"95",BE,14950
Skoda,Octavia,"76428",Manual,"06/2020",Gasoline,"116",BE,18950
Audi,Q2,"92801",Automatic,"05/2018",Gasoline,"150",BE,23950
Skoda,Enyaq,"23392",Automatic,"10/2021",Electric,"204",BE,46950
Audi,Q3,"60364",Automatic,"04/2019",Diesel,"150",BE,37950
Volkswagen,T-Roc,"22325",Automatic,"03/2021",Gasoline,"150",BE,25950
Volkswagen,T-Roc,"52337",Manual,"02/2020",Gasoline,"116",BE,21950
Audi,A1,"40708",Manual,"03/2020",Gasoline,"116",BE,25950
Volkswagen,Golf,"66277",Manual,"06/2020",Gasoline,"116",BE,18950
Volkswagen,Golf Sportsvan,"87679",Manual,"05/2018",Gasoline,"86",BE,17950
Volkswagen,T-Roc,"106823",Manual,"01/2019",Gasoline,"116",BE,19950
SEAT,Ateca,"34717",Manual,"01/2021",Gasoline,"110",BE,23950
Volkswagen,Golf Sportsvan,"76391",Manual,"07/2020",Gasoline,"116",BE,19950
Volkswagen,T-Roc,"96213",Manual,"03/2020",Gasoline,"116",BE,21950
Skoda,Fabia,"91603",Manual,"03/2019",Gasoline,"75",BE,12950
Volkswagen,Touran,"108054",Manual,"05/2018",Diesel,"116",BE,22950
Mercedes-Benz,"400","95501",Automatic,"08/2017",Gasoline,"333",DE,39709
Kia,XCeed,"28500",Automatic,"08/2022",Electric,"141",DE,28750
Kia,Ceed / cee'd,"96991",Automatic,"05/2012",Gasoline,"135",DE,12487
Mercedes-Benz,C 43 AMG,"91963",Automatic,"04/2017",Gasoline,"367",DE,35290
Renault,Koleos,"23283",Automatic,"01/2021",Gasoline,"158",DE,28940
Ford,Kuga,"28880",Manual,"03/2019",Gasoline,"150",DE,22610
Ford,Kuga,"57055",Manual,"08/2019",Gasoline,"150",DE,16810
Peugeot,"3008","77800",Manual,"05/2021",Gasoline,"131",DE,19000
Toyota,Yaris,"21795",Automatic,"02/2017",Gasoline,"99",DE,14810
Ford,Fiesta,"40521",Automatic,"06/2018",Gasoline,"101",DE,15810
Audi,A5,"78700",Automatic,"04/2017",Diesel,"190",DE,30100
Ford,Fiesta,"8000",Manual,"08/2022",Gasoline,"155",DE,23950
Kia,XCeed,"6500",Automatic,"03/2023",Gasoline,"204",DE,34985
Kia,Sportage,"0",Automatic,,Gasoline,"179",DE,42650
Ford,S-Max,"3500",Automatic,"02/2023",Gasoline,"190",DE,48500
Ford,EcoSport,"58215",Manual,"06/2020",Gasoline,"125",DE,16510
Ford,Mustang,"15000",Automatic,"10/2022",Gasoline,"449",DE,53400
Kia,Sportage,"26165",Automatic,"01/2022",Gasoline,"179",DE,38900
Ford,Mustang,"49100",Automatic,"11/2015",Gasoline,"317",DE,29000
Kia,XCeed,"28500",Automatic,"08/2022",Electric,"141",DE,28750
Ford,Mustang,"9500",Automatic,"03/2023",Gasoline,"460",DE,62450
Ford,Kuga,"32280",Manual,"10/2019",Gasoline,"150",DE,21410
Kia,Ceed / cee'd,"120293",Manual,"01/2019",Diesel,"136",DE,12775
Kia,XCeed,"6401",Automatic,"05/2022",Electric,"105",DE,26450
Ford,Kuga,"128600",Automatic,"07/2015",Diesel,"150",DE,16070
Ford,Mustang,"0",Automatic,,Gasoline,"449",DE,58980
Ford,Puma,"57500",Manual,"10/2020",Gasoline,"155",DE,19680
Kia,Stonic,"5500",Manual,"02/2023",Gasoline,"101",DE,20980
Audi,A3,"92500",Manual,"03/2014",Gasoline,"105",DE,12290
Kia,Rio,"1000",Manual,"08/2023",Gasoline,"101",DE,19999
Ford,Bronco,"6000",Automatic,"04/2023",Gasoline,"279",DE,70999
Kia,Ceed / cee'd,"0",Automatic,,Gasoline,"204",DE,37710
Kia,Picanto,"46604",Manual,"12/2016",Gasoline,"86",DE,10509
Kia,Sportage,"8457",Automatic,"05/2022",Gasoline,"179",DE,41190
Kia,Sorento,"0",Automatic,,Diesel,"193",DE,61290
Kia,Sorento,"35000",Automatic,"12/2019",Diesel,"200",DE,36410
Ford,Focus,"40895",Manual,"03/2019",Gasoline,"182",DE,21380
Ford,Kuga,"43404",Automatic,"08/2019",Gasoline,"150",DE,22610
Ford,Mondeo,"57000",Automatic,"06/2020",Diesel,"190",DE,27950
Kia,Ceed / cee'd,"96991",Automatic,"05/2012",Gasoline,"135",DE,12487
Ford,Focus,"7500",Manual,"01/2023",Gasoline,"125",DE,22250
Kia,Niro,"53748",Automatic,"01/2017",Gasoline,"105",DE,18947
Kia,Sportage,"2000",Automatic,"06/2022",Gasoline,"179",DE,39999
Kia,Sportage,"0",Automatic,,Gasoline,"150",DE,43090
Ford,Kuga,"71900",Automatic,"10/2019",Diesel,"150",DE,24310
Ford,Focus,"10500",Manual,"09/2022",Gasoline,"155",DE,24950
Ford,Bronco,"0",Automatic,,Gasoline,"334",DE,85650
Ford,Focus,"25000",Automatic,"05/2022",Gasoline,"125",DE,26950
Ford,Puma,"53393",Manual,"12/2020",Gasoline,"155",DE,21800
Ford,EcoSport,"74900",Manual,"02/2017",Gasoline,"140",DE,14910
Honda,HR-V,"24800",Automatic,"06/2018",Gasoline,"131",DE,20995
Ford,Mondeo,"63723",Automatic,"08/2021",Diesel,"190",DE,29000
Ford,Focus,"37115",Automatic,"11/2020",Gasoline,"182",DE,23209
Kia,Sportage,"0",Automatic,,Gasoline,"150",DE,38086
Ford,Fiesta,"10",Manual,"10/2023",Gasoline,"101",DE,22290
Ford,Kuga,"12000",Automatic,"11/2022",Gasoline,"190",DE,33450
Kia,Sorento,"19117",Automatic,"01/2021",Electric,"179",DE,43400
Ford,Focus,"39508",Automatic,"09/2019",Gasoline,"125",DE,20140
Skoda,Scala,"24254",Automatic,"07/2022",Gasoline,"110",DE,22210
Mercedes-Benz,C 43 AMG,"91963",Automatic,"04/2017",Gasoline,"367",DE,35290
Kia,Rio,"15500",Manual,"06/2021",Electric,"120",DE,19550
Kia,Picanto,"5000",Manual,"01/2023",Gasoline,"67",DE,14350
Mazda,MX-30,"23186",Automatic,"11/2020",Electric,"145",DE,21410
Volkswagen,Tiguan,"52477",Automatic,"12/2020",Gasoline,"150",DE,34310
Kia,Ceed / cee'd,"0",Automatic,,Gasoline,"204",DE,37820
Ford,Ranger,"0",Automatic,,Diesel,"205",DE,54318
Kia,Stinger,"10",Automatic,"07/2023",Gasoline,"366",DE,60950
Ford,Kuga,"40195",Automatic,"08/2019",Gasoline,"150",DE,20995
Kia,Sorento,"0",Automatic,,Diesel,"193",DE,62450
Kia,Ceed SW / cee'd SW,"0",Automatic,,Electric,"141",DE,42730
Kia,Ceed / cee'd,"58000",Manual,"05/2021",Gasoline,"159",DE,18550
Ford,Ka/Ka+,"60070",Manual,"06/2015",Gasoline,"69",DE,7790
Ford,Focus,"116501",Automatic,"03/2018",Diesel,"150",DE,15450
Ford,Fiesta,"24055",Manual,"04/2019",Gasoline,"71",DE,11490
Kia,Sorento,"0",Automatic,,Diesel,"193",DE,61290
Ford,Focus,"13607",Manual,"10/2022",Gasoline,"155",DE,26280
Ford,Focus,"10000",Automatic,"01/2023",Gasoline,"125",DE,25150
Kia,Sorento,"46977",Automatic,"04/2021",Electric,"179",DE,45300
Kia,Picanto,"0",Manual,,Gasoline,"84",DE,21400
Renault,Koleos,"23283",Automatic,"01/2021",Gasoline,"158",DE,28940
Kia,Picanto,"0",Manual,,Gasoline,"84",DE,21100
Ford,Transit Custom,"0",Automatic,,Diesel,"131",DE,45387
Kia,XCeed,"0",Automatic,,Gasoline,"204",DE,39454
Ford,Kuga,"31900",Manual,"07/2019",Gasoline,"120",DE,17300
Kia,Sorento,"0",Automatic,,Diesel,"193",DE,62280
Ford,Mustang Mach-E,"16000",Automatic,"08/2022",Electric,"351",DE,48100
Kia,Picanto,"0",Manual,,Gasoline,"67",DE,15180
Kia,Niro,"32000",Automatic,"12/2021",Electric,"204",DE,38995
Ford,Kuga,"41000",Automatic,"05/2022",Diesel,"120",DE,26990
Opel,Meriva,"69276",Manual,"01/2016",Gasoline,"140",DE,11899
Kia,Ceed / cee'd,"0",Manual,,Gasoline,"120",DE,28640
Kia,Sorento,"0",Automatic,,Diesel,"193",DE,61290
