"mark","model","mileage","transmission","registration","fuel","power","location","price"
Ford,Edge,"85000",Manual,"04/2019",Diesel,"190",DE,25960
Volkswagen,Tiguan,"77000",Automatic,"07/2020",Diesel,"150",DE,27970
Mercedes-Benz,GLC 300,"35000",Automatic,"02/2021",Diesel,"245",DE,50970
Volkswagen,Tiguan,"30000",Automatic,"11/2020",Diesel,"200",DE,38890
Volkswagen,Passat Variant,"55000",Automatic,"01/2021",Diesel,"150",DE,34470
Audi,e-tron,"42000",Automatic,"02/2021",Electric,"503",DE,69890
Volkswagen,T-Roc,"76000",Manual,"03/2019",Gasoline,"150",DE,19770
SEAT,Ateca,"32000",Automatic,"05/2021",Diesel,"150",DE,24960
Volkswagen,Golf GTD,"37000",Automatic,"06/2021",Diesel,"200",DE,32470
Audi,A8,"36000",Automatic,"05/2020",Diesel,"286",DE,56890
Audi,A6,"62000",Automatic,"04/2019",Diesel,"231",DE,38460
Audi,SQ5,"82000",Automatic,"01/2020",Diesel,"347",DE,50970
Skoda,Kodiaq,"67000",Automatic,"07/2020",Gasoline,"190",DE,32480
Volkswagen,Tiguan,"46800",Automatic,"03/2021",Diesel,"150",DE,34970
Land-Rover,Range Rover Sport,"126000",Automatic,"12/2018",Diesel,"249",DE,45890
Volkswagen,Tiguan,"38000",Automatic,"06/2021",Diesel,"150",DE,32490
Kia,Sportage,"73000",Automatic,"07/2013",Diesel,"184",DE,14470
Volkswagen,Tiguan,"45000",Automatic,"02/2021",Diesel,"150",DE,27960
Volkswagen,Sharan,"62000",Automatic,"02/2020",Diesel,"177",DE,36890
Audi,Q7,"66000",Automatic,"05/2019",Diesel,"286",DE,64890
Ford,Fiesta,"83000",Manual,"02/2018",Gasoline,"125",DE,12590
Volkswagen,Tiguan,"24000",Automatic,"03/2021",Diesel,"150",DE,32470
Volkswagen,Golf,"19800",Automatic,"08/2022",Diesel,"150",DE,29470
Ford,Mustang,"55000",Manual,"07/2016",Gasoline,"421",DE,36460
Skoda,Karoq,"91000",Automatic,"11/2019",Diesel,"150",DE,22970
Volkswagen,Golf,"38000",Automatic,"04/2018",Gasoline,"125",DE,18580
Land-Rover,Range Rover,"13000",Automatic,"03/2023",Gasoline,"530",DE,229800
Mercedes-Benz,G 63 AMG,"1500",Automatic,"05/2023",Gasoline,"585",DE,228970
Cupra,Formentor,"40000",Automatic,"12/2020",Gasoline,"310",DE,34890
Audi,A6,"107000",Automatic,"02/2021",Diesel,"204",DE,34970
Volkswagen,Tiguan Allspace,"63000",Automatic,"01/2020",Diesel,"239",DE,35980
Volkswagen,Polo,"62000",Automatic,"07/2020",Gasoline,"95",DE,16280
Volkswagen,Arteon,"49000",Manual,"07/2019",Diesel,"150",DE,27490
Skoda,Octavia,"205000",Manual,"10/2013",Diesel,"184",DE,12970
Volkswagen,Passat Variant,"215000",Automatic,"08/2015",Diesel,"150",DE,11960
Audi,R8,"16000",Automatic,"03/2021",Gasoline,"620",DE,168950
Volkswagen,Touareg,"81000",Automatic,"01/2019",Diesel,"231",DE,40570
Audi,SQ5,"40000",Automatic,"01/2020",Diesel,"347",DE,53890
Audi,RS6,"48000",Automatic,"01/2021",Gasoline,"600",DE,112890
Mercedes-Benz,S 400,"113000",Automatic,"04/2018",Diesel,"340",DE,57890
Volkswagen,Passat Alltrack,"82800",Automatic,"04/2021",Diesel,"200",DE,34970
Skoda,Kodiaq,"76900",Automatic,"03/2020",Diesel,"239",DE,41480
Mercedes-Benz,A 35 AMG,"300",Automatic,"12/2020",Gasoline,"306",DE,40890
Skoda,Kodiaq,"128000",Automatic,"04/2019",Diesel,"190",DE,27970
Audi,A6,"77000",Automatic,"03/2019",Diesel,"286",DE,43490
SEAT,Leon,"20000",Automatic,"12/2020",Electric,"204",DE,24960
Volkswagen,Arteon,"37000",Automatic,"12/2020",Diesel,"200",DE,39890
Audi,RS Q8,"40000",Automatic,"10/2020",Gasoline,"600",DE,125970
Audi,Q5,"64000",Automatic,"06/2019",Gasoline,"245",DE,39890
Audi,A6,"280000",Automatic,"04/2012",Diesel,"177",DE,11890
BMW,"330","80000",Automatic,"12/2019",Diesel,"265",DE,34890
Volkswagen,Touran,"88000",Automatic,"10/2019",Diesel,"150",DE,24470
Audi,A8,"71000",Automatic,"05/2019",Diesel,"286",DE,56890
Skoda,Kodiaq,"122000",Automatic,"04/2020",Diesel,"150",DE,26570
Audi,A6,"77000",Automatic,"04/2019",Gasoline,"245",DE,38470
SEAT,Tarraco,"82000",Automatic,"05/2019",Diesel,"190",DE,28960
BMW,"540","70000",Automatic,"04/2019",Diesel,"320",DE,39890
Cupra,Formentor,"27000",Automatic,"03/2021",Gasoline,"310",DE,36490
Skoda,Superb,"79000",Automatic,"04/2019",Gasoline,"272",DE,28900
Skoda,Superb,"43000",Automatic,"12/2019",Gasoline,"272",DE,32890
Volkswagen,T-Roc,"39800",Automatic,"05/2021",Gasoline,"150",DE,31970
Mercedes-Benz,SL 63 AMG,"11000",Automatic,"09/2022",Gasoline,"585",DE,184970
Audi,A6,"75000",Automatic,"04/2019",Diesel,"286",DE,41890
Audi,e-tron GT,"41000",Automatic,"05/2021",Electric,"476",DE,80890
Skoda,Superb,"98900",Automatic,"05/2021",Diesel,"200",DE,31470
MINI,Cooper S,"185000",Automatic,"07/2014",Gasoline,"192",DE,13470
Skoda,Superb,"91000",Automatic,"07/2020",Diesel,"190",DE,30970
Volkswagen,Golf Variant,"62000",Automatic,"06/2020",Diesel,"150",DE,21470
Volkswagen,Passat Variant,"60000",Automatic,"03/2022",Diesel,"150",DE,33470
BMW,X6,"8000",Automatic,"04/2023",Gasoline,"530",DE,113970
Skoda,Kodiaq,"129000",Automatic,"04/2020",Diesel,"150",DE,28970
Skoda,Kodiaq,"137000",Automatic,"10/2020",Diesel,"150",DE,25470
Skoda,Kodiaq,"94000",Automatic,"08/2020",Diesel,"190",DE,31970
Skoda,Octavia,"83000",Manual,"04/2018",Gasoline,"150",DE,15970
SEAT,Ateca,"60000",Automatic,"03/2021",Diesel,"150",DE,28490
Volkswagen,Golf Variant,"113000",Automatic,"05/2020",Diesel,"150",DE,17470
Skoda,Superb,"87000",Automatic,"10/2018",Diesel,"190",DE,25890
Audi,SQ8,"54000",Automatic,"07/2020",Diesel,"435",DE,97890
BMW,"520","68000",Automatic,"02/2020",Diesel,"190",DE,34890
Skoda,Kodiaq,"74000",Automatic,"01/2020",Gasoline,"190",DE,33780
Audi,A3,"30000",Automatic,"03/2022",Diesel,"150",DE,31470
Mercedes-Benz,E 400,"66000",Automatic,"10/2018",Diesel,"340",DE,38970
Audi,Q2,"14000",Automatic,"03/2021",Gasoline,"150",DE,30960
Audi,A6,"91000",Automatic,"06/2019",Diesel,"231",DE,33960
Volkswagen,Golf Variant,"16000",Manual,"04/2022",Gasoline,"150",DE,31970
Audi,A6,"54000",Automatic,"04/2019",Diesel,"286",DE,43890
Audi,Q5,"64000",Automatic,"09/2019",Diesel,"286",DE,44890
Skoda,Kodiaq,"80000",Automatic,"02/2020",Diesel,"239",DE,37890
Cupra,Ateca,"31000",Automatic,"01/2021",Gasoline,"300",DE,34960
Mercedes-Benz,GLC 43 AMG,"110000",Automatic,"07/2018",Gasoline,"367",DE,38970
Audi,S4,"39000",Automatic,"10/2019",Diesel,"347",DE,44490
Audi,A6 allroad,"58000",Automatic,"03/2020",Diesel,"349",DE,64890
Audi,Q3,"33000",Automatic,"02/2019",Gasoline,"230",DE,37490
Volkswagen,Passat Variant,"89000",Automatic,"08/2020",Diesel,"150",DE,23500
Cupra,Formentor,"18000",Automatic,"04/2021",Gasoline,"310",DE,34570
Audi,A6,"40000",Automatic,"11/2019",Diesel,"286",DE,45970
Skoda,Kodiaq,"87000",Automatic,"12/2018",Diesel,"190",DE,32980
Mercedes-Benz,CLS 400,"48000",Automatic,"12/2019",Diesel,"340",DE,52590
Volkswagen,Golf,"26000",Manual,"09/2020",Gasoline,"131",DE,24970
Audi,A6,"54000",Automatic,"04/2019",Diesel,"231",DE,39500
Audi,A6,"96000",Automatic,"05/2019",Diesel,"231",DE,35680
Audi,RS Q8,"22000",Automatic,"12/2019",Gasoline,"600",DE,116890
Audi,A6,"108000",Automatic,"07/2019",Diesel,"204",DE,29970
Skoda,Kamiq,"29000",Automatic,"02/2021",Gasoline,"150",DE,25970
Audi,A6,"99900",Automatic,"08/2018",Diesel,"286",DE,41490
Skoda,Superb,"72000",Automatic,"10/2019",Diesel,"190",DE,33470
SEAT,Alhambra,"131000",Automatic,"11/2020",Diesel,"150",DE,26700
Volkswagen,Touareg,"49700",Automatic,"01/2021",Gasoline,"340",DE,64890
Audi,A6,"82800",Automatic,"08/2019",Diesel,"204",DE,31470
Audi,A8,"100000",Automatic,"01/2017",Diesel,"262",DE,37890
Volkswagen,Amarok,"93500",Automatic,"01/2019",Diesel,"258",DE,39970
Skoda,Octavia,"52000",Automatic,"08/2020",Diesel,"184",DE,28490
Volkswagen,T6.1 California,"100",Automatic,"04/2022",Diesel,"150",DE,76970
Skoda,Superb,"8000",Automatic,"07/2020",Electric,"156",DE,33890
Audi,A6,"73850",Automatic,"03/2019",Diesel,"286",DE,44470
Skoda,Octavia,"129000",Automatic,"03/2019",Diesel,"184",DE,22970
Volkswagen,Golf GTD,"28000",Automatic,"02/2021",Diesel,"200",DE,34980
Volkswagen,Golf Variant,"150000",Automatic,"01/2020",Diesel,"150",DE,16970
Audi,A6,"53000",Automatic,"07/2019",Diesel,"231",DE,35960
Skoda,Superb,"81000",Automatic,"11/2018",Diesel,"190",DE,25890
Volkswagen,Golf Variant,"100000",Automatic,"05/2020",Diesel,"150",DE,19770
Skoda,Superb,"31000",Manual,"04/2021",Diesel,"150",DE,29970
Audi,A6,"57000",Automatic,"03/2019",Diesel,"286",DE,40770
Volkswagen,Golf GTD,"42000",Automatic,"01/2021",Diesel,"200",DE,33970
Skoda,Octavia,"83000",Automatic,"10/2019",Diesel,"184",DE,25470
Skoda,Kodiaq,"80000",Automatic,"08/2019",Diesel,"190",DE,32970
Volkswagen,Golf Variant,"74000",Automatic,"07/2020",Diesel,"150",DE,19480
Skoda,Kodiaq,"46000",Automatic,"02/2021",Diesel,"150",DE,33870
Audi,A3,"34000",Automatic,"05/2021",Diesel,"150",DE,32470
Audi,A6,"73000",Automatic,"04/2019",Diesel,"286",DE,38890
BMW,"550","71000",Automatic,"06/2019",Diesel,"400",DE,51980
Skoda,Octavia,"83000",Automatic,"10/2019",Diesel,"184",DE,25470
Skoda,Kodiaq,"81000",Automatic,"08/2019",Diesel,"190",DE,33890
Volkswagen,Golf Variant,"74000",Automatic,"07/2020",Diesel,"150",DE,19480
Volkswagen,Golf GTD,"42000",Automatic,"01/2021",Diesel,"200",DE,33970
Volkswagen,Sharan,"54000",Automatic,"02/2020",Diesel,"150",DE,35490
Volkswagen,Golf,"26000",Manual,"09/2020",Gasoline,"131",DE,24970
Skoda,Octavia,"68000",Automatic,"12/2019",Gasoline,"190",DE,23460
Skoda,Kamiq,"12000",Automatic,"03/2020",Gasoline,"116",DE,23470
SEAT,Alhambra,"131000",Automatic,"11/2020",Diesel,"150",DE,26700
Volkswagen,Passat Alltrack,"30000",Automatic,"01/2021",Diesel,"200",DE,38960
Audi,SQ2,"34970",Automatic,"03/2019",Gasoline,"300",DE,33970
Skoda,Kodiaq,"61000",Automatic,"09/2017",Diesel,"190",DE,27970
Skoda,Superb,"37000",Automatic,"10/2020",Diesel,"190",DE,35970
Audi,A6 allroad,"80000",Automatic,"11/2019",Diesel,"349",DE,47890
Volkswagen,Golf GTD,"41000",Automatic,"12/2020",Diesel,"200",DE,34470
Volkswagen,Touareg,"79000",Automatic,"03/2019",Diesel,"286",DE,47670
Volkswagen,Golf,"600",Automatic,"05/2023",Diesel,"150",DE,33970
Volkswagen,Touran,"93000",Automatic,"01/2020",Diesel,"150",DE,27970
Mercedes-Benz,E 220,"100000",Automatic,"09/2019",Diesel,"194",DE,27890
Volkswagen,Passat Alltrack,"30000",Automatic,"01/2021",Diesel,"200",DE,38960
Volkswagen,Touran,"84000",Automatic,"08/2019",Diesel,"150",DE,25470
Skoda,Kodiaq,"81000",Automatic,"08/2019",Diesel,"190",DE,33890
Skoda,Kodiaq,"61000",Automatic,"09/2017",Diesel,"190",DE,27970
Kia,Sportage,"92000",Manual,"02/2016",Diesel,"184",DE,16580
Volkswagen,Golf,"600",Automatic,"05/2023",Diesel,"150",DE,33970
Volkswagen,Golf GTD,"41000",Automatic,"12/2020",Diesel,"200",DE,34470
Volkswagen,Touran,"93000",Automatic,"01/2020",Diesel,"150",DE,27970
Volkswagen,Touareg,"99000",Automatic,"01/2019",Diesel,"286",DE,41970
Audi,SQ2,"34970",Automatic,"03/2019",Gasoline,"300",DE,33970
Volkswagen,Passat Variant,"70000",Automatic,"01/2020",Diesel,"150",DE,29970
Volkswagen,Golf Variant,"77000",Manual,"08/2018",Gasoline,"125",DE,17680
Volkswagen,Touran,"109000",Automatic,"03/2021",Diesel,"150",DE,25470
Volkswagen,Tiguan Allspace,"66700",Automatic,"02/2020",Diesel,"239",DE,33970
Porsche,Panamera,"84500",Automatic,"02/2019",Gasoline,"460",DE,81980
Volkswagen,Touran,"87000",Automatic,"04/2020",Diesel,"150",DE,25490
Volkswagen,Golf Variant,"35000",Automatic,"02/2020",Gasoline,"150",DE,23890
Volkswagen,Polo,"40000",Manual,"03/2021",Gasoline,"110",DE,19780
Volkswagen,Touareg,"79000",Automatic,"03/2019",Diesel,"286",DE,47670
Mercedes-Benz,E 220,"129000",Automatic,"01/2019",Diesel,"194",DE,34490
Volkswagen,T7 Multivan,"1000",Automatic,"08/2022",Diesel,"150",DE,62970
Volkswagen,Tiguan,"68800",Automatic,"04/2021",Diesel,"150",DE,32970
Volkswagen,Taigo,"1000",Automatic,"11/2022",Gasoline,"110",DE,27470
Volkswagen,Sharan,"71000",Automatic,"10/2020",Diesel,"177",DE,38470
Volkswagen,Touareg,"88000",Automatic,"11/2019",Diesel,"421",DE,63970
Volkswagen,Golf Variant,"69000",Automatic,"04/2021",Diesel,"150",DE,21970
Volkswagen,T6.1 California,"100",Automatic,"11/2022",Diesel,"204",DE,83970
SEAT,Tarraco,"42000",Automatic,"10/2020",Diesel,"200",DE,36970
Volkswagen,Golf Variant,"100000",Automatic,"02/2020",Diesel,"150",DE,16490
Mercedes-Benz,C 300,"39700",Automatic,"06/2020",Electric,"320",DE,33980
BMW,"540","46000",Automatic,"10/2020",Diesel,"340",DE,49970
Volkswagen,Taigo,"1000",Automatic,"11/2022",Gasoline,"110",DE,27470
Volkswagen,Golf Variant,"22000",Manual,"12/2020",Diesel,"116",DE,21970
Volkswagen,Taigo,"1000",Automatic,"11/2022",Gasoline,"110",DE,28480
Volkswagen,Touareg,"96000",Automatic,"07/2018",Diesel,"286",DE,47980
Skoda,Octavia,"89000",Automatic,"08/2019",Diesel,"184",DE,25480
Volkswagen,Golf Variant,"99900",Automatic,"03/2020",Diesel,"150",DE,18890
Audi,Q5,"14900",Automatic,"02/2022",Diesel,"286",DE,61970
Volkswagen,Sharan,"66000",Automatic,"02/2020",Diesel,"177",DE,38880
Mercedes-Benz,CLA 220,"100000",Automatic,"03/2019",Diesel,"170",DE,21480
Volkswagen,Tiguan Allspace,"18000",Automatic,"11/2022",Diesel,"150",DE,37970
Porsche,"992","12000",Automatic,"06/2020",Gasoline,"450",DE,141970
Audi,Q8,"61700",Automatic,"06/2019",Diesel,"286",DE,67960
Skoda,Superb,"43000",Automatic,"04/2021",Diesel,"200",DE,38970
Porsche,Macan,"61000",Automatic,"05/2019",Gasoline,"354",DE,59960
Skoda,Superb,"80000",Automatic,"06/2019",Diesel,"150",DE,25890
Volkswagen,Polo,"46000",Manual,"07/2020",Diesel,"95",DE,18580
Volkswagen,Golf,"18900",Automatic,"08/2022",Diesel,"150",DE,29490
Volkswagen,Golf Variant,"32000",Automatic,"05/2022",Diesel,"150",DE,26490
Volkswagen,Golf Variant,"104000",Automatic,"03/2019",Diesel,"150",DE,17460
Volkswagen,T-Roc,"29000",Automatic,"12/2022",Diesel,"150",DE,31970
Volkswagen,Polo,"36000",Manual,"12/2021",Gasoline,"95",DE,19500
Audi,SQ5,"61000",Automatic,"07/2020",Diesel,"347",DE,52890
Mercedes-Benz,E 400,"12000",Automatic,"05/2021",Diesel,"330",DE,52970
Skoda,Kodiaq,"50000",Automatic,"12/2020",Diesel,"200",DE,37970
SEAT,Ateca,"50000",Automatic,"03/2021",Diesel,"150",DE,27470
Skoda,Scala,"47900",Automatic,"05/2020",Diesel,"116",DE,19970
Skoda,Superb,"98000",Automatic,"02/2019",Diesel,"190",DE,24970
SEAT,Alhambra,"95000",Automatic,"05/2020",Diesel,"177",DE,32970
Volkswagen,Tiguan Allspace,"61000",Automatic,"03/2021",Diesel,"200",DE,35970
Audi,Q7,"55000",Automatic,"03/2019",Diesel,"286",DE,64970
Volkswagen,Golf Variant,"62000",Automatic,"04/2021",Gasoline,"110",DE,19970
Audi,A7,"46000",Automatic,"03/2021",Electric,"299",DE,50890
Volkswagen,Tiguan Allspace,"27000",Automatic,"09/2022",Diesel,"150",DE,37470
Skoda,Octavia,"31900",Automatic,"10/2020",Diesel,"150",DE,27580
Volkswagen,Golf GTD,"12000",Automatic,"12/2020",Diesel,"200",DE,37490
Volkswagen,Golf,"14000",Automatic,"08/2022",Diesel,"150",DE,29480
Audi,A1,"25000",Manual,"02/2019",Gasoline,"95",DE,18780
Volkswagen,Golf Variant,"64000",Automatic,"04/2021",Gasoline,"110",DE,19390
Citroen,C3,"38000",Automatic,"04/2018",Gasoline,"110",DE,14780
Volkswagen,Touareg,"42000",Automatic,"03/2019",Diesel,"286",DE,55470
Volkswagen,Touran,"97000",Automatic,"09/2019",Diesel,"150",DE,26470
Volkswagen,Golf,"14000",Automatic,"08/2022",Diesel,"150",DE,29490
Audi,Q3,"23000",Automatic,"01/2021",Diesel,"200",DE,41470
Volkswagen,Taigo,"1000",Automatic,"11/2022",Gasoline,"110",DE,27470
SEAT,Ateca,"89000",Automatic,"07/2019",Gasoline,"190",DE,23960
Skoda,Octavia,"76000",Automatic,"08/2020",Diesel,"150",DE,23980
Skoda,Octavia,"70000",Automatic,"02/2021",Electric,"245",DE,30980
Volkswagen,up!,"65000",Manual,"07/2019",Gasoline,"75",DE,12480
Cupra,Leon,"22000",Automatic,"09/2021",Electric,"245",DE,24780
Volkswagen,Golf GTI,"40000",Automatic,"01/2021",Gasoline,"245",DE,27480
Audi,R8,"41000",Automatic,"04/2021",Gasoline,"540",DE,127950
Audi,S6,"69000",Automatic,"05/2020",Diesel,"349",DE,52970
Audi,A8,"44000",Automatic,"05/2021",Diesel,"286",DE,69970
Volkswagen,Golf Variant,"205900",Manual,"03/2014",Diesel,"150",DE,8690
Volkswagen,Golf R,"19000",Automatic,"07/2021",Gasoline,"320",DE,37970
Audi,A6,"44000",Automatic,"05/2019",Diesel,"231",DE,36490
Audi,A6,"17000",Automatic,"12/2020",Diesel,"286",DE,43890
Mercedes-Benz,Sprinter,"200",Manual,"10/2022",Diesel,"190",DE,47970
Cupra,Formentor,"38000",Automatic,"03/2021",Gasoline,"310",DE,36970
Cupra,Formentor,"22000",Automatic,"03/2021",Gasoline,"310",DE,41900
Audi,A6,"65000",Automatic,"06/2019",Diesel,"286",DE,40890
Audi,A6,"54000",Automatic,"03/2019",Diesel,"286",DE,45890
Volkswagen,Touareg,"68000",Automatic,"02/2019",Diesel,"231",DE,45890
Audi,A6,"60000",Automatic,"12/2018",Diesel,"286",DE,39890
Audi,S3,"35000",Automatic,"02/2019",Gasoline,"300",DE,37970
Audi,A6,"69000",Automatic,"06/2019",Diesel,"286",DE,39980
Mercedes-Benz,C 250,"192000",Automatic,"09/2017",Diesel,"204",DE,18970
Audi,R8,"5900",Automatic,"02/2022",Gasoline,"620",DE,182950
SEAT,Ateca,"85000",Automatic,"11/2020",Diesel,"150",DE,25960
Volkswagen,Tiguan Allspace,"6000",Automatic,"11/2020",Diesel,"200",DE,38960
Audi,Q8,"43000",Automatic,"03/2021",Diesel,"286",DE,88970
Audi,Q5,"11000",Automatic,"12/2021",Gasoline,"265",DE,55890
Audi,A6,"65000",Automatic,"04/2019",Diesel,"286",DE,41890
Volkswagen,Passat Variant,"87000",Automatic,"09/2020",Diesel,"150",DE,26890
Volkswagen,Passat Alltrack,"62000",Automatic,"03/2021",Diesel,"200",DE,34970
BMW,"120","73500",Automatic,"08/2018",Gasoline,"184",DE,21970
Volkswagen,Arteon,"18000",Automatic,"06/2021",Gasoline,"320",DE,52970
Audi,A6,"75000",Automatic,"04/2019",Diesel,"204",DE,35490
Audi,A6,"74000",Automatic,"09/2019",Diesel,"204",DE,30970
Volkswagen,Touareg,"87000",Automatic,"04/2019",Diesel,"286",DE,55470
Volkswagen,Arteon,"9600",Automatic,"06/2021",Gasoline,"320",DE,52890
Kia,Ceed / cee'd,"48500",Automatic,"06/2019",Gasoline,"204",DE,25970
Skoda,Octavia,"44000",Automatic,"09/2021",Gasoline,"245",DE,35780
Volkswagen,Touareg,"84000",Automatic,"11/2018",Diesel,"286",DE,46970
Skoda,Kodiaq,"93000",Automatic,"06/2020",Gasoline,"190",DE,32470
BMW,"520","90000",Automatic,"07/2020",Diesel,"190",DE,32970
Cupra,Ateca,"51000",Automatic,"04/2019",Gasoline,"300",DE,29770
Skoda,Kodiaq,"64000",Automatic,"02/2020",Diesel,"190",DE,37890
Skoda,Superb,"81000",Automatic,"01/2020",Diesel,"190",DE,29960
Skoda,Kodiaq,"119000",Automatic,"11/2019",Diesel,"239",DE,35780
Volkswagen,Golf Variant,"91000",Automatic,"06/2020",Diesel,"150",DE,22470
Audi,SQ7,"58000",Automatic,"09/2020",Diesel,"435",DE,89890
Volkswagen,Passat Variant,"58000",Automatic,"07/2020",Diesel,"190",DE,34490
SEAT,Tarraco,"91000",Automatic,"02/2020",Diesel,"190",DE,30780
Skoda,Superb,"92000",Automatic,"01/2020",Diesel,"190",DE,25970
SEAT,Tarraco,"79000",Automatic,"08/2020",Diesel,"150",DE,29800
Volkswagen,Passat Variant,"58000",Automatic,"05/2020",Diesel,"190",DE,28970
Audi,A6,"81000",Automatic,"06/2019",Diesel,"231",DE,36490
Audi,A6,"77000",Automatic,"07/2019",Diesel,"286",DE,39970
Skoda,Octavia,"72000",Automatic,"06/2020",Diesel,"184",DE,30970
SEAT,Ateca,"79000",Automatic,"07/2021",Diesel,"150",DE,27470
Skoda,Kodiaq,"58000",Automatic,"02/2020",Gasoline,"190",DE,34680
Audi,A1,"45000",Automatic,"05/2019",Gasoline,"200",DE,24970
Skoda,Superb,"27000",Automatic,"09/2020",Electric,"218",DE,31890
Audi,A6,"67000",Automatic,"07/2019",Diesel,"204",DE,32449
Skoda,Kodiaq,"92000",Automatic,"02/2021",Diesel,"200",DE,37470
Audi,A6,"57000",Automatic,"05/2019",Diesel,"231",DE,38470
Audi,A6,"74000",Automatic,"05/2019",Diesel,"231",DE,39890
Audi,A6,"63000",Automatic,"02/2019",Diesel,"231",DE,40980
Audi,Q5,"34000",Automatic,"03/2021",Diesel,"204",DE,52970
Skoda,Superb,"81000",Automatic,"02/2020",Diesel,"190",DE,31480
Volkswagen,Golf Variant,"122000",Automatic,"05/2020",Diesel,"150",DE,18960
Volkswagen,Touareg,"72000",Automatic,"02/2019",Diesel,"286",DE,57890
Volkswagen,Golf Variant,"114000",Automatic,"07/2021",Diesel,"200",DE,27490
Skoda,Octavia,"54000",Manual,"07/2020",Gasoline,"150",DE,21970
Mercedes-Benz,SL 63 AMG,"8000",Automatic,"02/2023",Gasoline,"585",DE,184900
Volkswagen,Caddy,"15000",Manual,"06/2021",Diesel,"122",DE,33970
Volkswagen,Passat Alltrack,"113000",Automatic,"01/2021",Diesel,"200",DE,33900
Audi,A6,"83800",Automatic,"03/2019",Diesel,"286",DE,44490
Skoda,Octavia,"78000",Automatic,"07/2020",Diesel,"184",DE,29680
SEAT,Tarraco,"47000",Automatic,"04/2020",Diesel,"190",DE,33970
Skoda,Superb,"83000",Automatic,"02/2020",Diesel,"190",DE,29970
Volkswagen,Tiguan,"54000",Automatic,"06/2021",Diesel,"200",DE,38800
Cupra,Formentor,"42000",Automatic,"03/2021",Gasoline,"310",DE,36490
Volkswagen,Touareg,"84000",Automatic,"01/2020",Diesel,"286",DE,54570
Skoda,Superb,"42000",Automatic,"03/2022",Diesel,"150",DE,31970
Audi,S3,"40000",Automatic,"04/2019",Gasoline,"300",DE,37890
Volkswagen,Golf GTD,"30000",Automatic,"01/2021",Diesel,"200",DE,34970
Skoda,Kodiaq,"98000",Automatic,"01/2020",Diesel,"190",DE,30580
Volkswagen,Tiguan,"50000",Automatic,"03/2021",Diesel,"200",DE,35970
Volkswagen,Taigo,"1000",Automatic,"11/2022",Gasoline,"110",DE,27470
Audi,A6,"36000",Automatic,"07/2019",Gasoline,"245",DE,44970
Skoda,Kodiaq,"59000",Automatic,"01/2022",Diesel,"200",DE,44970
SEAT,Tarraco,"93000",Automatic,"07/2020",Diesel,"190",DE,29470
Skoda,Superb,"68000",Automatic,"04/2021",Diesel,"200",DE,34980
Volkswagen,Golf Variant,"26000",Automatic,"12/2022",Gasoline,"190",DE,32970
Volkswagen,Arteon,"30000",Automatic,"10/2021",Gasoline,"320",DE,46890
Volkswagen,Tiguan,"28000",Automatic,"11/2022",Diesel,"150",DE,38470
Audi,A6,"78000",Automatic,"08/2019",Diesel,"286",DE,38890
Skoda,Superb,"48900",Automatic,"12/2020",Diesel,"200",DE,33470
BMW,"530","72000",Automatic,"07/2021",Diesel,"286",DE,41970
Audi,A6,"81000",Automatic,"12/2020",Diesel,"231",DE,36890
Skoda,Octavia,"41000",Automatic,"03/2021",Electric,"204",DE,30900
Skoda,Superb,"55000",Automatic,"01/2020",Diesel,"190",DE,33970
Volkswagen,Passat Variant,"75000",Automatic,"06/2020",Diesel,"150",DE,24960
Volkswagen,Tiguan,"29000",Automatic,"11/2022",Diesel,"150",DE,38470
Volkswagen,Golf Variant,"80000",Automatic,"07/2018",Gasoline,"150",DE,19770
Volkswagen,Golf GTD,"32000",Automatic,"01/2021",Diesel,"200",DE,35490
Volkswagen,T-Roc,"57000",Automatic,"07/2020",Diesel,"150",DE,25490
Volkswagen,Tiguan,"16000",Automatic,"09/2022",Diesel,"150",DE,39500
Porsche,Cayenne,"52000",Automatic,"03/2020",Gasoline,"549",DE,113970
Volkswagen,ID.4,"6000",Automatic,"12/2021",Electric,"204",DE,43470
Skoda,Superb,"23000",Automatic,"06/2022",Gasoline,"190",DE,36970
SEAT,Tarraco,"45000",Automatic,"10/2020",Diesel,"200",DE,35970
Volkswagen,Touran,"25000",Automatic,"09/2022",Diesel,"150",DE,35970
Volkswagen,Touran,"18000",Automatic,"11/2022",Diesel,"150",DE,36970
Volkswagen,Golf,"18000",Automatic,"08/2022",Diesel,"150",DE,29490
Volkswagen,Touareg,"24000",Automatic,"05/2021",Diesel,"286",DE,62970
Skoda,Superb,"85000",Automatic,"09/2018",Diesel,"190",DE,26970
Volkswagen,Sharan,"17000",Manual,"12/2022",Gasoline,"150",DE,34470
Mercedes-Benz,E 300,"42800",Automatic,"11/2020",Electric,"306",DE,43980
Audi,A6,"84000",Automatic,"11/2018",Diesel,"231",DE,34970
Volkswagen,Touran,"78000",Automatic,"06/2019",Gasoline,"150",DE,28880
Skoda,Kodiaq,"40000",Automatic,"02/2020",Diesel,"150",DE,37970
Volkswagen,Golf Variant,"32850",Automatic,"01/2022",Diesel,"150",DE,26490
Audi,A4,"13000",Automatic,"01/2022",Gasoline,"204",DE,43460
Volkswagen,T6.1 Multivan,"75000",Automatic,"07/2021",Diesel,"204",DE,64490
Volkswagen,Polo,"49000",Manual,"08/2020",Gasoline,"116",DE,19800
