"mark","model","mileage","transmission","registration","fuel","power","location","price"
Jaguar,E-Pace,"32324",Automatic,"07/2021",Diesel,"179",BE,45495
Land-Rover,Range Rover Evoque,"0",Automatic,"01/2023",Diesel,"165",BE,60757
Jaguar,I-Pace,"0",Automatic,"01/2023",Electric,"400",BE,75465
Land-Rover,Defender,"19880",Automatic,"04/2023",Gasoline,"300",BE,69800
Land-Rover,Defender,"0",Automatic,"01/2023",Diesel,"250",BE,85814
Land-Rover,Defender,"12450",Automatic,"08/2023",Gasoline,"525",BE,129830
Land-Rover,Defender,"0",Automatic,"01/2023",Diesel,"250",BE,82800
Land-Rover,Range Rover Evoque,"0",Automatic,"01/2023",Electric,"300",BE,69894
Land-Rover,Discovery Sport,"12500",Automatic,"02/2020",Diesel,"200",BE,56300
Jaguar,XE,"59436",Automatic,"08/2018",Diesel,"163",BE,21900
Land-Rover,Range Rover Sport,"83466",Automatic,"01/2016",Diesel,"306",BE,39500
Land-Rover,Range Rover Sport,"1500",Automatic,"06/2022",Diesel,"300",BE,94900
Jaguar,F-Pace,"8100",Automatic,"03/2021",Gasoline,"551",BE,87725
Jaguar,E-Pace,"21669",Automatic,"07/2020",Diesel,"179",BE,39800
Land-Rover,Discovery Sport,"0",Automatic,"01/2023",Electric,"300",BE,79462
Land-Rover,Discovery Sport,"2427",Automatic,"10/2022",Electric,"309",BE,64900
Land-Rover,Range Rover Velar,"0",Automatic,"01/2023",Electric,"400",BE,105973
Land-Rover,Defender,"0",Automatic,"01/2023",Diesel,"250",BE,85814
Land-Rover,Range Rover Evoque,"0",Automatic,"01/2023",Diesel,"200",BE,66429
Land-Rover,Range Rover,"98653",Automatic,"07/2018",Diesel,"258",BE,64800
Land-Rover,Range Rover Sport,"57485",Automatic,"01/2018",Diesel,"258",BE,64800
Land-Rover,Discovery Sport,"0",Automatic,"01/2023",Electric,"300",BE,72163
Land-Rover,Range Rover,"70251",Automatic,"07/2018",Diesel,"258",BE,82180
Land-Rover,Defender,"29849",Automatic,"12/2021",Diesel,"241",BE,77440
Jaguar,E-Pace,"20889",Manual,"12/2021",Diesel,"150",BE,39495
Land-Rover,Range Rover Sport,"61211",Automatic,"08/2018",Gasoline,"340",BE,71169
Land-Rover,Discovery,"21836",Automatic,"12/2021",Diesel,"241",BE,68800
Jaguar,E-Pace,"32643",Manual,"12/2021",Diesel,"150",BE,38400
Land-Rover,Range Rover Velar,"50321",Automatic,"07/2022",Electric,"400",BE,83609
Land-Rover,Range Rover,"0",Automatic,"01/2023",Electric,"510",BE,219447
Land-Rover,Discovery Sport,"0",Automatic,"01/2022",Diesel,"165",BE,56956
Land-Rover,Discovery Sport,"0",Automatic,"01/2022",Diesel,"165",BE,58689
Land-Rover,Discovery Sport,"22950",Automatic,"08/2020",Gasoline,"200",BE,46200
Land-Rover,Range Rover Evoque,"17026",Automatic,"04/2021",Diesel,"200",BE,64575
Land-Rover,Discovery Sport,"0",Automatic,"01/2023",Diesel,"165",BE,56956
Jaguar,XF,"0",Automatic,"01/2023",Gasoline,"250",BE,69443
Jaguar,E-Pace,"29321",Manual,"04/2021",Diesel,"150",BE,36239
Land-Rover,Discovery Sport,"1500",Automatic,"12/2021",Diesel,"179",BE,56000
Jaguar,E-Pace,"52212",Manual,"07/2021",Diesel,"150",BE,37900
Jaguar,I-Pace,"25600",Automatic,"12/2022",Electric,"400",BE,66405
Land-Rover,Discovery Sport,"0",Automatic,,Diesel,"165",BE,53977
Jaguar,F-Pace,"34873",Automatic,"08/2019",Diesel,"179",BE,40400
Jaguar,F-Pace,"0",Automatic,"01/2023",Gasoline,"551",BE,114199
Jaguar,F-Type,"0",Automatic,"01/2023",Gasoline,"300",BE,72358
Jaguar,E-Pace,"23580",Manual,"07/2021",Diesel,"150",BE,38900
Jaguar,XF,"59256",Automatic,"08/2019",Diesel,"179",BE,39640
Land-Rover,Discovery Sport,"0",Automatic,"01/2023",Diesel,"165",BE,58689
Land-Rover,Discovery Sport,"19542",Automatic,"01/2023",Electric,"300",BE,59653
Land-Rover,Range Rover Evoque,"4136",Automatic,"03/2021",Gasoline,"200",BE,57859
Jaguar,E-Pace,"0",Automatic,"01/2023",Diesel,"165",BE,47553
Jaguar,E-Pace,"47231",Automatic,"04/2021",Diesel,"179",BE,45995
Land-Rover,Discovery Sport,"27126",Automatic,"03/2021",Diesel,"165",BE,47332
Jaguar,XF,"12636",Automatic,"07/2018",Diesel,"179",BE,42000
Land-Rover,Discovery,"0",Automatic,"01/2023",Diesel,"300",BE,99353
Land-Rover,Range Rover Evoque,"0",Automatic,"01/2023",Diesel,"200",BE,67360
Jaguar,E-Pace,"12765",Automatic,"09/2022",Diesel,"165",BE,48900
Jaguar,F-Type,"1500",Automatic,"12/2021",Gasoline,"300",BE,65900
Land-Rover,Range Rover Velar,"0",Automatic,"01/2023",Diesel,"200",BE,87657
Land-Rover,Discovery Sport,"38818",Automatic,"02/2021",Electric,"300",BE,55660
Jaguar,XF,"34050",Automatic,"12/2021",Diesel,"163",BE,36784
Jaguar,E-Pace,"0",Automatic,"01/2023",Electric,"300",BE,70486
Jaguar,F-Pace,"1500",Automatic,"05/2023",Electric,"400",BE,94000
Land-Rover,Range Rover Velar,"39565",Automatic,"03/2022",Electric,"400",BE,76130
Jaguar,I-Pace,"0",Automatic,"01/2023",Electric,"400",BE,73589
Land-Rover,Defender,"0",Automatic,"01/2023",Diesel,"200",BE,87421
Jaguar,F-Pace,"21000",Automatic,"03/2022",Gasoline,"250",BE,67748
Jaguar,F-Pace,"1500",Automatic,"05/2023",Electric,"400",BE,94000
Land-Rover,Range Rover Velar,"0",Automatic,"01/2023",Electric,"400",BE,104060
Land-Rover,Range Rover Velar,"29942",Automatic,"10/2020",Diesel,"179",BE,64800
Land-Rover,Defender,"79103",Manual,"02/2011",Diesel,"122",BE,51000
Jaguar,I-Pace,"0",Automatic,"01/2023",Electric,"400",BE,101838
Land-Rover,Range Rover Velar,"0",Automatic,"01/2023",Diesel,"200",BE,84401
Land-Rover,Range Rover Evoque,"0",Automatic,"01/2023",Electric,"300",BE,69775
Land-Rover,Discovery,"0",Automatic,"01/2023",Diesel,"300",BE,101400
Jaguar,E-Pace,"19664",Automatic,"02/2021",Gasoline,"160",BE,48421
Land-Rover,Range Rover Evoque,"0",Automatic,"01/2023",Electric,"300",BE,76577
Jaguar,I-Pace,"18877",Automatic,"12/2020",Electric,"321",BE,65900
Jaguar,XF,"30504",Automatic,"12/2021",Diesel,"163",BE,39495
Jaguar,E-Pace,"32500",Manual,"07/2021",Diesel,"150",BE,38650
Land-Rover,Range Rover Velar,"0",Automatic,"01/2023",Electric,"400",BE,100551
Land-Rover,Defender,"0",Automatic,"01/2023",Gasoline,"400",BE,116454
Jaguar,I-Pace,"1500",Automatic,"04/2020",Electric,"400",BE,73589
Land-Rover,Defender,"0",Automatic,"01/2023",Gasoline,"400",BE,116454
Jaguar,F-Pace,"1500",Automatic,"05/2023",Electric,"400",BE,94000
Land-Rover,Range Rover Velar,"0",Automatic,"01/2023",Electric,"404",BE,100551
Jaguar,F-Pace,"18114",Automatic,"09/2022",Electric,"400",BE,77340
Jaguar,E-Pace,"0",Automatic,"01/2023",Electric,"300",BE,70566
Lynk-&-Co,"01","23762",Automatic,"09/2022",Electric,"179",BE,32900
Lynk-&-Co,"01","40142",Automatic,"08/2021",Electric,"179",BE,29990
Volvo,V60,"57453",Automatic,"02/2021",Diesel,"197",BE,29900
Volvo,XC40,"68891",Manual,"04/2021",Gasoline,"129",BE,26600
Volvo,V90,"65193",Automatic,"03/2020",Diesel,"190",BE,29990
Polestar,"2","20048",Automatic,"12/2021",Gasoline,"224",BE,37990
Volvo,XC60,"10500",Automatic,"10/2022",Diesel,"197",BE,45990
Polestar,"2","9700",Automatic,"11/2021",Gasoline,"231",BE,38490
Volvo,XC90,"8800",Automatic,"10/2022",Electric,"303",BE,75900
Volvo,V60,"64202",Automatic,"04/2021",Diesel,"197",BE,28990
Volvo,XC40,"29981",Automatic,"03/2021",Electric,"179",BE,38990
Volvo,V90,"42849",Automatic,"03/2022",Electric,"303",BE,49900
Volvo,V90,"55266",Automatic,"05/2021",Diesel,"1965",BE,33990
Volvo,XC40,"29810",Automatic,"01/2022",Electric,"129",BE,39490
Volvo,S90,"17100",Automatic,"04/2022",Electric,"303",BE,49990
Volvo,XC40,"34509",Automatic,"06/2021",Gasoline,"197",BE,38990
Volvo,XC40,"46199",Manual,"05/2021",Gasoline,"129",BE,27400
Volvo,V60,"58126",Automatic,"01/2020",Diesel,"190",BE,28800
Volvo,V60,"39365",Automatic,"02/2021",Diesel,"197",BE,30700
Lynk-&-Co,"01","40142",Automatic,"08/2021",Electric,"179",BE,29990
Volvo,V40,"90841",Automatic,"04/2019",Diesel,"150",BE,17990
Volvo,V90,"26193",Automatic,"03/2022",Electric,"303",BE,51900
Volvo,V90,"59258",Automatic,"01/2021",Diesel,"197",BE,33900
Volvo,V90,"59276",Automatic,"03/2021",Diesel,"197",BE,33900
Volvo,S90,"74542",Automatic,"03/2020",Diesel,"150",BE,29900
Volvo,XC40,"70069",Manual,"05/2021",Gasoline,"129",BE,26800
Volvo,V40,"32172",Automatic,"11/2017",Gasoline,"250",BE,29400
Volvo,XC40,"5466",Automatic,"03/2022",Electric,"231",BE,45990
Volvo,S90,"33054",Automatic,"01/2020",Diesel,"150",BE,32990
Volvo,V90,"26331",Automatic,"03/2022",Electric,"303",BE,51900
Volvo,XC40,"50720",Manual,"06/2021",Gasoline,"129",BE,27400
Volvo,V60,"72659",Automatic,"10/2019",Diesel,"190",BE,26900
Volvo,V60,"106098",Automatic,"06/2019",Diesel,"150",BE,25800
Volvo,V60,"95040",Automatic,"01/2019",Diesel,"150",BE,23990
Volvo,XC40,"73581",Automatic,"06/2021",Gasoline,"129",BE,29400
Volvo,XC40,"62273",Manual,"06/2021",Gasoline,"129",BE,26900
Volvo,V60,"86380",Automatic,"12/2018",Diesel,"150",BE,24700
Volvo,V40,"64500",Manual,"02/2018",Diesel,"120",BE,16900
Volvo,XC40,"52137",Automatic,"05/2021",Gasoline,"129",BE,30800
Volvo,V60,"57453",Automatic,"02/2021",Diesel,"197",BE,29900
Volvo,XC40,"73581",Automatic,"06/2021",Gasoline,"129",BE,29400
Volvo,XC40,"11500",Automatic,"06/2022",Electric,"179",BE,46990
Volvo,XC60,"116623",Manual,"04/2014",Diesel,"136",BE,17700
Volvo,V60,"58137",Automatic,"09/2019",Diesel,"150",BE,24990
Volvo,XC40,"62565",Manual,"05/2021",Gasoline,"129",BE,26900
Volvo,XC90,"18200",Automatic,"05/2022",Electric,"303",BE,74800
Volvo,XC90,"18377",Automatic,"11/2022",Electric,"303",BE,77900
Lynk-&-Co,"01","28439",Automatic,"09/2021",Electric,"179",BE,31990
Volvo,XC60,"18737",Automatic,"12/2022",Gasoline,"197",BE,47800
Volvo,XC40,"12630",Automatic,"03/2022",Electric,"231",BE,48900
Volvo,S60,"63500",Automatic,"08/2018",Gasoline,"122",BE,21400
Volvo,V60,"18008",Automatic,"09/2022",Electric,"253",BE,49990
Volvo,XC40,"64638",Manual,"04/2021",Gasoline,"129",BE,27900
Volvo,XC60,"10894",Automatic,"09/2022",Gasoline,"197",BE,47990
Volvo,XC40,"11500",Automatic,"06/2022",Gasoline,"179",BE,46990
Volvo,XC40,"1050",Automatic,"05/2023",Electric,"231",BE,49990
Volvo,V60,"26500",Automatic,"04/2022",Electric,"253",BE,49990
Volvo,V60,"92500",Automatic,"09/2019",Diesel,"150",BE,25800
Volvo,V60,"15035",Automatic,"02/2022",Electric,"253",BE,49990
Volvo,XC40,"68891",Manual,"04/2021",Gasoline,"129",BE,26600
Volvo,XC40,"81236",Manual,"04/2021",Gasoline,"129",BE,26400
Volvo,XC90,"21360",Automatic,"11/2022",Electric,"303",BE,75900
Volvo,XC90,"36017",Automatic,"05/2022",Electric,"303",BE,74900
Mercedes-Benz,CLA 35 AMG,"60057",Automatic,"11/2019",Gasoline,"306",BE,46950
BMW,X5,"52282",Automatic,"02/2019",Diesel,"265",BE,65950
Maserati,Ghibli,"88655",Automatic,"01/2016",Diesel,"275",BE,33950
Mercedes-Benz,A 45 AMG,"38950",Automatic,"11/2017",Gasoline,"381",BE,38950
Land-Rover,Range Rover Velar,"67270",Automatic,"02/2019",Diesel,"241",BE,46950
Mercedes-Benz,Vito,"23550",Automatic,"11/2021",Diesel,"136",BE,52950
Aston-Martin,Vantage,"1105",Automatic,"09/2022",Gasoline,"510",BE,159950
Porsche,Boxster,"72889",Automatic,"04/2014",Gasoline,"315",BE,54950
Audi,e-tron GT,"14862",Automatic,"10/2021",Electric,"476",BE,89950
Porsche,Taycan,"5130",Automatic,"08/2022",Electric,"476",BE,104950
BMW,X5,"8044",Automatic,"10/2021",Electric,"394",BE,89950
Porsche,Taycan,"16180",Automatic,"11/2020",Electric,"625",BE,119950
Audi,Q7,"92771",Automatic,"07/2017",Diesel,"218",BE,44950
Maserati,MC20,"1648",Automatic,"03/2023",Gasoline,"630",DE,219900
Rolls-Royce,Ghost,"3529",Automatic,"07/2022",Gasoline,"571",DE,369900
Porsche,"911","13812",Automatic,"04/2018",Gasoline,"700",DE,429900
Porsche,Cayenne,"6192",Automatic,"03/2023",Gasoline,"640",DE,214900
Mercedes-Benz,AMG GT,"2714",Automatic,"02/2021",Gasoline,"585",DE,229900
Audi,TT RS,"1573",Automatic,"03/2023",Gasoline,"400",DE,99900
McLaren,Senna,"751",Automatic,"05/2019",Gasoline,"799",DE,1279900
Porsche,"992","199",Manual,"03/2023",Gasoline,"551",DE,449900
Mercedes-Benz,G 63 AMG,"99",Automatic,"05/2023",Gasoline,"585",DE,329900
Porsche,"911","199",Manual,"03/2023",Gasoline,"551",DE,449900
Bentley,Flying Spur,"37261",Automatic,"12/2020",Gasoline,"635",DE,199900
Ferrari,"296","644",Automatic,"02/2023",Electric,"829",DE,329900
Ferrari,Roma,"2823",Automatic,"04/2023",Gasoline,"620",DE,239900
Bentley,Flying Spur,"32628",Automatic,"06/2021",Gasoline,"551",DE,199900
Ferrari,Portofino,"91",Automatic,"05/2023",Gasoline,"620",DE,289900
Porsche,"991","13812",Automatic,"04/2018",Gasoline,"700",DE,429900
Rolls-Royce,Ghost,"44244",Automatic,"01/2021",Gasoline,"571",DE,329900
Mercedes-Benz,G 63 AMG,"97",Automatic,"07/2023",Gasoline,"585",DE,339900
Bentley,Bentayga,"124822",Automatic,"04/2016",Gasoline,"608",DE,96900
Rolls-Royce,Ghost,"3529",Automatic,"07/2022",Gasoline,"571",DE,369900
Lamborghini,Aventador,"4730",Automatic,"08/2016",Gasoline,"751",DE,448900
Mercedes-Benz,S 580,"141",Automatic,"03/2022",Gasoline,"503",DE,199900
Bentley,Flying Spur,"17340",Automatic,"05/2021",Gasoline,"549",DE,199900
Rolls-Royce,Phantom Drophead,"21945",Automatic,"10/2009",Gasoline,"460",DE,279900
Porsche,"992","1995",Automatic,"08/2023",Gasoline,"525",DE,429900
Porsche,Panamera,"5355",Automatic,"02/2023",Gasoline,"630",DE,209900
Mercedes-Benz,SLS,"28381",Automatic,"03/2014",Gasoline,"591",DE,289900
Lamborghini,Huracan,"24069",Automatic,"06/2021",Gasoline,"639",DE,259900
Cadillac,Escalade,"11234",Automatic,"11/2021",Gasoline,"426",DE,119900
Rolls-Royce,Cullinan,"49987",Automatic,"11/2019",Gasoline,"571",DE,349900
Lamborghini,Aventador,"13113",Automatic,"03/2013",Gasoline,"700",DE,359900
Mercedes-Benz,AMG GT,"23",Automatic,"12/2021",Gasoline,"585",DE,229900
Lamborghini,Aventador,"6701",Automatic,"12/2016",Gasoline,"751",DE,479900
Ferrari,"812","16531",Automatic,"07/2020",Gasoline,"799",DE,484900
Lamborghini,Urus,"21981",Automatic,"03/2022",Gasoline,"650",DE,279900
Mercedes-Benz,E 63 AMG,"17",Automatic,"05/2023",Gasoline,"612",DE,136900
Ferrari,"812","9813",Automatic,"09/2020",Gasoline,"799",DE,479900
Land-Rover,Defender,"4337",Manual,"11/2015",Diesel,"150",DE,99900
Bentley,Bentayga,"17568",Automatic,"09/2022",Gasoline,"549",DE,199900
Porsche,"911","13812",Automatic,"04/2018",Gasoline,"700",DE,429900
Ferrari,"812","14312",Automatic,"03/2021",Gasoline,"799",DE,479900
Lamborghini,Huracan,"5010",Automatic,"05/2016",Gasoline,"610",DE,204900
Mercedes-Benz,SLS,"55627",Automatic,"06/2012",Gasoline,"571",DE,169900
Bentley,Bentayga,"49998",Automatic,"03/2019",Gasoline,"549",DE,139900
Porsche,"991","62124",Automatic,"02/2015",Gasoline,"430",DE,114900
Porsche,"911","120000",Manual,"07/1975",Gasoline,"143",DE,89900
Porsche,"992","3444",Automatic,"03/2021",Gasoline,"581",DE,205900
Mercedes-Benz,AMG GT,"33931",Automatic,"06/2019",Gasoline,"850",DE,159900
Porsche,"992","1231",Automatic,"02/2021",Gasoline,"450",DE,229900
Aston-Martin,DBX,"25568",Automatic,"11/2020",Gasoline,"551",DE,154900
Porsche,"911","1231",Automatic,"02/2021",Gasoline,"450",DE,229900
Porsche,"911","62124",Automatic,"02/2015",Gasoline,"430",DE,114900
Audi,R8,"34981",Automatic,"03/2020",Gasoline,"570",DE,139900
Ferrari,F8 Spider,"16450",Automatic,"02/2021",Gasoline,"721",DE,329900
Ferrari,"812","195",Automatic,"03/2023",Gasoline,"799",DE,529900
Lamborghini,Aventador,"8669",Automatic,"06/2020",Gasoline,"770",DE,689900
Bentley,Continental GT,"19120",Automatic,"03/2020",Gasoline,"549",DE,199900
Lamborghini,Urus,"93",Automatic,"08/2023",Gasoline,"666",DE,389900
Porsche,"991","4129",Manual,"08/2019",Gasoline,"510",DE,349900
Porsche,Cayenne,"6192",Automatic,"03/2023",Gasoline,"640",DE,214900
Porsche,"911","3444",Automatic,"03/2021",Gasoline,"581",DE,205900
Porsche,"911","4129",Manual,"08/2019",Gasoline,"510",DE,349900
McLaren,Artura,"132",Automatic,"06/2023",Electric,"680",DE,259900
Porsche,Panamera,"64163",Automatic,"01/2021",Gasoline,"480",DE,109900
Ferrari,"488","30891",Automatic,"07/2016",Gasoline,"670",DE,212900
Lamborghini,Huracan,"28810",Automatic,"06/2017",Gasoline,"579",DE,189900
Lamborghini,Aventador,"3612",Automatic,"06/2022",Gasoline,"780",DE,769900
Porsche,"911","1995",Automatic,"08/2023",Gasoline,"525",DE,429900
Maybach,,"45",Automatic,,Gasoline,"612",DE,278800
Mercedes-Benz,S 580,"45",Automatic,,Gasoline,"551",DE,228800
Mercedes-Benz,C 200,"45",Automatic,,Gasoline,"204",DE,84800
Ferrari,SF90 Stradale,"45",Automatic,,Electric,"1001",DE,638800
Maybach,,"45",Automatic,,Gasoline,"469",DE,258800
Mercedes-Benz,A 45 AMG,"45",Automatic,,Gasoline,"421",DE,81800
Mercedes-Benz,E 200,"45",Automatic,,Gasoline,"204",DE,74800
Mercedes-Benz,GLS 600,"45",Automatic,,Gasoline,"557",DE,238800
Maybach,,"10",Automatic,,Gasoline,"557",DE,208800
Ferrari,,"40",Automatic,,Electric,"829",DE,368800
Ferrari,Portofino,"85",Automatic,,Gasoline,"620",DE,268800
Mercedes-Benz,S 580,"45",Automatic,,Gasoline,"551",DE,228800
Mercedes-Benz,GLC 300,"20",Automatic,,Electric,"333",DE,86800
Mercedes-Benz,E 200,"45",Automatic,,Gasoline,"204",DE,97800
Mercedes-Benz,E 200,"45",Automatic,,Gasoline,"204",DE,87800
Mercedes-Benz,V 300,"45",Automatic,,Diesel,"237",DE,98800
Mercedes-Benz,GLA 250,"45",Automatic,,Electric,"218",DE,54800
Mercedes-Benz,S 680,"45",Automatic,,Gasoline,"612",DE,288800
Mercedes-Benz,GLA 200,"20",Automatic,,Gasoline,"156",DE,59800
Mercedes-Benz,S 580,"45",Automatic,,Gasoline,"551",DE,228800
Mercedes-Benz,S 680,"45",Automatic,,Gasoline,"612",DE,278800
BMW,X5 M,"45",Automatic,,Gasoline,"625",DE,178800
Mercedes-Benz,V 300,"45",Automatic,,Diesel,"237",DE,98800
Mercedes-Benz,G 63 AMG,"45",Automatic,,Gasoline,"585",DE,248800
Mercedes-Benz,G 63 AMG,"13500",Automatic,"01/2022",Gasoline,"585",DE,198800
Mercedes-Benz,GLS 600,"45",Automatic,,Gasoline,"557",DE,288800
Mercedes-Benz,G 63 AMG,"65",Automatic,,Gasoline,"799",DE,418800
Maybach,,"45",Automatic,,Gasoline,"557",DE,288800
Mercedes-Benz,CLA 45 AMG,"6",Automatic,,Gasoline,"421",DE,81800
Mercedes-Benz,SL 63 AMG,"2500",Automatic,"05/2023",Gasoline,"585",DE,219800
Porsche,"992","45",Automatic,,Gasoline,"650",DE,308800
Maybach,,"45",Automatic,,Gasoline,"612",DE,288800
Mercedes-Benz,C 43 AMG,"45",Automatic,,Gasoline,"408",DE,89800
Mercedes-Benz,S 680,"45",Automatic,,Gasoline,"612",DE,288800
Mercedes-Benz,SL 63 AMG,"20",Automatic,,Gasoline,"476",DE,168800
Mercedes-Benz,CLA 45 AMG,"9800",Automatic,"08/2023",Gasoline,"421",DE,86800
Mercedes-Benz,G 63 AMG,"45",Automatic,,Gasoline,"585",DE,265800
Mercedes-Benz,C 300,"40",Automatic,,Electric,"313",DE,66800
Mercedes-Benz,C 43 AMG,"45",Automatic,,Gasoline,"408",DE,91800
Mercedes-Benz,C 200,"45",Automatic,,Gasoline,"204",DE,84800
Mercedes-Benz,C 220,"45",Automatic,,Diesel,"200",DE,69800
Mercedes-Benz,S 580,"100",Automatic,,Gasoline,"503",DE,178800
Mercedes-Benz,C 220,"45",Automatic,,Diesel,"200",DE,70800
Mercedes-Benz,G 63 AMG,"13500",Automatic,"01/2022",Gasoline,"585",DE,212800
Audi,RS Q8,"29000",Automatic,"08/2022",Gasoline,"600",DE,148800
Mercedes-Benz,A 45 AMG,"45",Automatic,,Gasoline,"421",DE,77800
Mercedes-Benz,E 200,"45",Automatic,,Gasoline,"204",DE,97800
Mercedes-Benz,S 63 AMG,"45",Automatic,,Electric,"802",DE,268800
Mercedes-Benz,C 63 AMG,"45",Automatic,,Electric,"680",DE,148800
Mercedes-Benz,GLS 63 AMG,"45",Automatic,,Gasoline,"612",DE,228800
Mercedes-Benz,S 580,"45",Automatic,,Gasoline,"469",DE,258800
Mercedes-Benz,S 580,"100",Automatic,,Gasoline,"503",DE,178800
Mercedes-Benz,C 200,"45",Automatic,,Gasoline,"204",DE,94800
Mercedes-Benz,S 63 AMG,"45",Automatic,,Electric,"802",DE,278800
Maybach,,"45",Automatic,,Gasoline,"503",DE,298800
Mercedes-Benz,G 63 AMG,"65",Automatic,,Gasoline,"799",DE,428800
Bentley,Bentayga,"12000",Automatic,"07/2022",Gasoline,"551",DE,258800
Mercedes-Benz,SL 63 AMG,"65",Automatic,,Gasoline,"585",DE,179800
Mercedes-Benz,C 220,"45",Automatic,,Diesel,"200",DE,68800
Ferrari,SF90 Stradale,"45",Automatic,,Electric,"1001",DE,638800
Mercedes-Benz,Vito,"50",Automatic,,Diesel,"190",DE,65800
Mercedes-Benz,SL 63 AMG,"50",Automatic,,Gasoline,"585",DE,196800
Mercedes-Benz,E 200,"45",Automatic,,Gasoline,"204",DE,99800
Mercedes-Benz,GLS 600,"10",Automatic,,Gasoline,"557",DE,228800
Mercedes-Benz,AMG GT,"9600",Automatic,"05/2023",Electric,"843",DE,208800
Mercedes-Benz,A 45 AMG,"45",Automatic,,Gasoline,"421",DE,79800
Mercedes-Benz,SL 55 AMG,"20",Automatic,,Gasoline,"476",DE,168800
Porsche,"992","85",Automatic,,Gasoline,"650",DE,298800
Mercedes-Benz,E 200,"45",Automatic,,Gasoline,"204",DE,94800
Mercedes-Benz,SL 63 AMG,"3000",Automatic,"05/2023",Gasoline,"585",DE,188800
Mercedes-Benz,GLS 600,"10",Automatic,,Gasoline,"557",DE,208800
Mercedes-Benz,C 63 AMG,"45",Automatic,,Electric,"680",DE,144800
Mercedes-Benz,V 300,"45",Automatic,,Diesel,"237",DE,99900
Aston-Martin,DBX,"18500",Automatic,"08/2021",Gasoline,"551",DE,166800
Maybach,,"45",Automatic,,Electric,"367",DE,288800
Maybach,,"10",Automatic,,Gasoline,"557",DE,228800
Mercedes-Benz,V 300,"45",Automatic,,Diesel,"237",DE,96800
Mercedes-Benz,C 220,"45",Automatic,,Diesel,"200",DE,68800
Mercedes-Benz,V 300,"45",Automatic,,Diesel,"237",DE,99800
Maybach,,"45",Automatic,,Gasoline,"469",DE,258800
Mercedes-Benz,Vito,"50",Automatic,,Diesel,"190",DE,65800
Mercedes-Benz,Vito,"50",Automatic,,Diesel,"190",DE,65800
Maybach,,"45",Automatic,,Gasoline,"557",DE,238800
Mercedes-Benz,GLA 200,"20",Automatic,,Gasoline,"156",DE,58800
Mercedes-Benz,AMG GT,"45",Automatic,,Electric,"843",DE,248800
Mercedes-Benz,GLE 53 AMG,"45",Automatic,,Gasoline,"435",DE,138800
Maybach,,"45",Automatic,,Electric,"367",DE,268800
Mercedes-Benz,GLS 63 AMG,"45",Automatic,,Gasoline,"612",DE,218800
Mercedes-Benz,V 300,"45",Automatic,,Diesel,"237",DE,96800
Mercedes-Benz,AMG GT,"45",Automatic,,Electric,"843",DE,238800
Mercedes-Benz,C 220,"45",Automatic,,Diesel,"200",DE,68800
Mercedes-Benz,S 580,"45",Automatic,,Gasoline,"503",DE,298800
Mercedes-Benz,V 300,"45",Automatic,,Diesel,"237",DE,99800
Porsche,"992","1000",Automatic,"09/2023",Gasoline,"581",DE,278800
Mercedes-Benz,G 63 AMG,"20",Automatic,,Gasoline,"585",DE,378800
Mercedes-Benz,GLE 400,"45",Automatic,,Diesel,"330",DE,104800
Mercedes-Benz,GLS 450,"45",Automatic,,Diesel,"367",DE,148800
Mercedes-Benz,S 580,"45",Automatic,,Electric,"367",DE,288800
Mercedes-Benz,C 220,"45",Automatic,,Diesel,"200",DE,68800
Mercedes-Benz,A 45 AMG,"45",Automatic,,Gasoline,"421",DE,81800
Mercedes-Benz,G 63 AMG,"10",Automatic,,Gasoline,"585",DE,248800
Mercedes-Benz,V 300,"45",Automatic,,Diesel,"237",DE,99800
Mercedes-Benz,SL 63 AMG,"9500",Automatic,"03/2023",Gasoline,"585",DE,176800
Mercedes-Benz,V 300,"45",Automatic,,Diesel,"237",DE,98800
Mercedes-Benz,V 300,"45",Automatic,,Diesel,"237",DE,99800
Mercedes-Benz,V 300,"45",Automatic,,Diesel,"237",DE,98800
Mercedes-Benz,V 300,"45",Automatic,,Diesel,"237",DE,98800
Mercedes-Benz,V 300,"45",Automatic,,Diesel,"237",DE,99800
Mercedes-Benz,V 300,"45",Automatic,,Diesel,"237",DE,99800
Mercedes-Benz,S 580,"45",Automatic,,Electric,"367",DE,268800
Mercedes-Benz,V 300,"45",Automatic,,Diesel,"237",DE,99800
Maybach,,"10",Automatic,,Gasoline,"799",DE,488800
Mercedes-Benz,GLS 600,"10",Automatic,,Gasoline,"799",DE,488800
Lamborghini,Huracan,"45",Automatic,,Gasoline,"640",DE,418800
Land-Rover,Range Rover,"65",Automatic,,Gasoline,"530",DE,278799
Porsche,Cayenne,"45",Automatic,,Gasoline,"475",DE,172800
Porsche,Cayenne,"45",Automatic,,Gasoline,"475",DE,172800
Porsche,Cayenne,"45",Automatic,,Gasoline,"475",DE,169800
Porsche,Cayenne,"45",Automatic,,Gasoline,"475",DE,169800
Mercedes-Benz,E 200,"45",Automatic,,Gasoline,"204",DE,74800
Porsche,Cayenne,"45",Automatic,,Gasoline,"475",DE,172800
Porsche,Cayenne,"45",Automatic,,Gasoline,"475",DE,178800
Porsche,Cayenne,"45",Automatic,,Gasoline,"354",DE,148800
Porsche,Cayenne,"45",Automatic,,Gasoline,"354",DE,148800
